Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,73248.81861,946381.3103,1.17E+08,1.17E+08
1,144461.5561,1015754.077,1.14E+08,1.14E+08
2,150009.9575,1021585.967,1.14E+08,1.14E+08
3,168260.8131,1040010.254,1.14E+08,1.14E+08
4,121573.4647,993277.0106,1.15E+08,1.15E+08
5,157577.6081,1028621.62,1.14E+08,1.14E+08
6,1661811.408,2516366.384,6.39E+07,6.39E+07
7,512230.9486,1388308.399,1.04E+08,1.04E+08
8,273598.5206,1146522.693,1.11E+08,1.11E+08
9,256779.3603,1129528.817,1.11E+08,1.11E+08
10,221962.5567,1094683.968,1.12E+08,1.12E+08
11,148158.2267,1021178.024,1.14E+08,1.14E+08
12,136841.2386,1008714.966,1.15E+08,1.15E+08
13,198554.6236,1070111.136,1.13E+08,1.13E+08
14,162559.3436,1034307.742,1.14E+08,1.14E+08
15,168336.2375,1040066.841,1.14E+08,1.14E+08
16,224813.4536,1096403.349,1.12E+08,1.12E+08
17,226269.0908,1097967.002,1.13E+08,1.13E+08
18,203297.1242,1075107.797,1.12E+08,1.12E+08
19,201892.0714,1073990.319,1.14E+08,1.14E+08
20,201789.3897,1073561.708,1.14E+08,1.14E+08
21,195877.5419,1067728.579,1.14E+08,1.14E+08
22,249589.8333,1121184.501,1.13E+08,1.13E+08
23,241998.7172,1114238.956,1.13E+08,1.13E+08
24,270593.5169,1142412.907,1.12E+08,1.12E+08
25,302247.2975,1174308.225,1.12E+08,1.12E+08
26,181387.9211,1052528.168,1.15E+08,1.15E+08
27,152188.3603,1023373.891,1.16E+08,1.16E+08
28,179539.9092,1050330.573,1.15E+08,1.15E+08
29,180188.5369,1051159.628,1.15E+08,1.15E+08
30,170322.07,1041476.083,1.15E+08,1.15E+08
31,512025.2856,1382465.828,9.87E+07,9.87E+07
32,183369.4664,1055743.12,1.15E+08,1.15E+08
33,452045.0294,1323347.562,1.00E+08,1.00E+08
34,163895.0186,1036258.45,1.16E+08,1.16E+08
35,151923.0222,1022585.813,1.16E+08,1.16E+08
36,143495.3975,1014159.504,1.17E+08,1.17E+08
37,274715.91,1144905.01,1.13E+08,1.13E+08
38,216286.4592,1087344.584,1.15E+08,1.15E+08
39,187951.7075,1059104.069,1.16E+08,1.16E+08
40,1648928.152,2505525.5,5.75E+07,5.75E+07
41,516022.305,1391163.329,1.04E+08,1.04E+08
42,416588.0875,1288463.607,1.09E+08,1.09E+08
43,261968.1392,1133822.388,1.14E+08,1.14E+08
44,1635992.659,2495678.181,5.71E+07,5.71E+07
45,1178627.071,2047242.407,7.58E+07,7.58E+07
46,401991.4933,1276418.973,1.09E+08,1.09E+08
47,274902.8281,1147661.339,1.13E+08,1.13E+08
48,250439.1825,1123097.594,1.14E+08,1.14E+08
49,166177.1747,1039072.374,1.17E+08,1.17E+08
50,1624470.652,2478990.384,5.43E+07,5.43E+07
51,648670.62,1525911.793,1.00E+08,1.00E+08
52,249895.3506,1124156.496,1.14E+08,1.14E+08
53,193369.1456,1066744.681,1.16E+08,1.16E+08
54,144734.3222,1017840.85,1.17E+08,1.17E+08
55,228119.2311,1100426.566,1.15E+08,1.15E+08
56,218332.3078,1090683.8,1.16E+08,1.16E+08
57,156229.8831,1028704.527,1.17E+08,1.17E+08
58,170880.205,1042620.454,1.17E+08,1.17E+08
59,1543397.727,2401872.956,6.00E+07,6.00E+07
60,762215.0692,1638838.406,9.72E+07,9.72E+07
61,336482.0942,1210216.899,1.12E+08,1.12E+08
62,179137.3661,1052715.534,1.17E+08,1.17E+08
63,180460.405,1053172.122,1.17E+08,1.17E+08
64,1427483.053,2283446.617,6.41E+07,6.41E+07
65,635353.5161,1512367.713,1.02E+08,1.02E+08
66,313782.2544,1188558.361,1.13E+08,1.13E+08
67,222789.9358,1097388.943,1.16E+08,1.16E+08
68,219968.2083,1093536.75,1.16E+08,1.16E+08
69,185090.3328,1058661.081,1.17E+08,1.17E+08
70,231986.6658,1105017.389,1.15E+08,1.15E+08
71,214115.2419,1087533.854,1.17E+08,1.17E+08
72,172432.2183,1045401.006,1.18E+08,1.18E+08
73,334139.3639,1206898.039,1.13E+08,1.13E+08
74,275953.6208,1148862.918,1.15E+08,1.15E+08
75,187489.3253,1060446.961,1.18E+08,1.18E+08
76,192390.2658,1064964.616,1.17E+08,1.17E+08
77,259234.9028,1131774.538,1.16E+08,1.16E+08
78,187236.6319,1059812.944,1.18E+08,1.18E+08
79,278398.4797,1150523.378,1.15E+08,1.15E+08
80,276603.3083,1149413.751,1.16E+08,1.16E+08
81,200106.6469,1072870.578,1.18E+08,1.18E+08
82,210570.8044,1083053.839,1.17E+08,1.17E+08
83,171218.6036,1042940.606,1.19E+08,1.19E+08
84,151985.0836,1023629.79,1.19E+08,1.19E+08
85,146816.4167,1017699.127,1.20E+08,1.20E+08
86,78202.72278,949908.5414,1.23E+08,1.23E+08
87,126137.2672,997757.6253,1.22E+08,1.22E+08
88,77110.24583,949052.3083,1.23E+08,1.23E+08
89,74351.08917,946208.3264,1.23E+08,1.23E+08
90,74277.73611,946095.39,1.23E+08,1.23E+08
91,73976.72583,945796.9725,1.23E+08,1.23E+08
92,73342.30917,945158.2631,1.23E+08,1.23E+08
93,73391.11111,945198.6531,1.23E+08,1.23E+08
94,73135.83194,944936.8914,1.23E+08,1.23E+08
95,73355.08472,945157.2456,1.23E+08,1.23E+08
96,73053.18,944844.0783,1.23E+08,1.23E+08
97,73058.02778,944849.45,1.23E+08,1.23E+08
98,72757.65111,944550.9833,1.23E+08,1.23E+08
99,72655.34972,944440.9817,1.23E+08,1.23E+08
