Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,73285.25444,946416.3053,1.17E+08,1.17E+08
1,150917.7397,1022216.094,1.14E+08,1.14E+08
2,160332.2719,1031873.438,1.14E+08,1.14E+08
3,236636.6258,1108457.714,1.12E+08,1.12E+08
4,171996.2006,1044051.576,1.13E+08,1.13E+08
5,170157.1294,1042205.593,1.14E+08,1.14E+08
6,130534.4231,1002442.032,1.15E+08,1.15E+08
7,214280.5461,1085695.641,1.13E+08,1.13E+08
8,218883.5753,1090644.206,1.13E+08,1.13E+08
9,195962.7517,1067956.155,1.13E+08,1.13E+08
10,229453.9669,1101080.221,1.12E+08,1.12E+08
11,149165.9483,1021066.595,1.14E+08,1.14E+08
12,204107.0325,1075380.946,1.13E+08,1.13E+08
13,179892.8772,1051835.25,1.14E+08,1.14E+08
14,129948.3597,1001380.364,1.16E+08,1.16E+08
15,187519.7806,1058172.206,1.14E+08,1.14E+08
16,199386.5358,1070325.742,1.14E+08,1.14E+08
17,200846.4742,1072334.284,1.14E+08,1.14E+08
18,1671886.834,2526689.633,5.29E+07,5.29E+07
19,492041.7983,1367885.098,1.03E+08,1.03E+08
20,432589.5669,1305675.975,1.08E+08,1.08E+08
21,169665.48,1042209.794,1.15E+08,1.15E+08
22,216326.5331,1088354.787,1.13E+08,1.13E+08
23,158113.5431,1030156.456,1.15E+08,1.15E+08
24,163950.6772,1034924.816,1.15E+08,1.15E+08
25,237221.5958,1108646.124,1.12E+08,1.12E+08
26,230594.17,1101912.166,1.13E+08,1.13E+08
27,158581.0086,1029884.691,1.16E+08,1.16E+08
28,184808.9433,1055483.46,1.15E+08,1.15E+08
29,251740.7958,1122789.431,1.12E+08,1.12E+08
30,466800.89,1337800.359,1.00E+08,1.00E+08
31,176926.7014,1049459.065,1.15E+08,1.15E+08
32,233282.4536,1104112.049,1.13E+08,1.13E+08
33,1633003.995,2490720.117,5.66E+07,5.66E+07
34,416501.2039,1292189.559,1.06E+08,1.06E+08
35,436715.5517,1309071.45,1.08E+08,1.08E+08
36,181176.3872,1053726.421,1.15E+08,1.15E+08
37,203607.5694,1075483.344,1.15E+08,1.15E+08
38,175319.5097,1047477.34,1.16E+08,1.16E+08
39,135591.5219,1007172.958,1.17E+08,1.17E+08
40,150423.8178,1021469.864,1.16E+08,1.16E+08
41,117974.3667,988711.7928,1.18E+08,1.18E+08
42,178123.7881,1048078.038,1.16E+08,1.16E+08
43,205926.5264,1076752.149,1.15E+08,1.15E+08
44,192708.0308,1063646.332,1.15E+08,1.15E+08
45,138163.7625,1008403.831,1.18E+08,1.18E+08
46,188983.1544,1058937.099,1.16E+08,1.16E+08
47,206798.7497,1076970.006,1.16E+08,1.16E+08
48,232291.6589,1103008.677,1.14E+08,1.14E+08
49,177067.6814,1047833.615,1.17E+08,1.17E+08
50,198167.1303,1068709.93,1.16E+08,1.16E+08
51,206161.9733,1076661.363,1.16E+08,1.16E+08
52,188799.1922,1059015.477,1.17E+08,1.17E+08
53,186161.8203,1056284.626,1.17E+08,1.17E+08
54,215439.6914,1085619.263,1.16E+08,1.16E+08
55,343918.0114,1214683.965,1.12E+08,1.12E+08
56,480883.6092,1352069.128,1.09E+08,1.09E+08
57,212093.8525,1084292.93,1.16E+08,1.16E+08
58,241889.2433,1112618.265,1.15E+08,1.15E+08
59,174240.9858,1045550.853,1.17E+08,1.17E+08
60,184897.7144,1055075.658,1.18E+08,1.18E+08
61,150754.4278,1021359.693,1.18E+08,1.18E+08
62,215851.6058,1085787.4,1.17E+08,1.17E+08
63,142247.7283,1012896.57,1.19E+08,1.19E+08
64,201801.7039,1071447.881,1.17E+08,1.17E+08
65,153675.2928,1023835.008,1.19E+08,1.19E+08
66,188785.6331,1058151.042,1.18E+08,1.18E+08
67,172917.6511,1042753.568,1.18E+08,1.18E+08
68,166107.855,1035650.859,1.18E+08,1.18E+08
69,153473.2783,1022914.251,1.19E+08,1.19E+08
70,159035.5408,1027829.063,1.19E+08,1.19E+08
71,211074.9878,1080104.83,1.18E+08,1.18E+08
72,189969.5244,1059844.318,1.17E+08,1.17E+08
73,1514668.085,2364928.989,6.09E+07,6.09E+07
74,452480.9414,1325563.154,1.09E+08,1.09E+08
75,1156696.631,2027866.383,8.28E+07,8.28E+07
