Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
87,90098.85472,961368.0219,1.23E+08,1.23E+08
88,88143.06944,959361.7992,1.23E+08,1.23E+08
89,87062.27083,958259.9444,1.23E+08,1.23E+08
90,86783.67139,957969.5825,1.23E+08,1.23E+08
91,86592.15972,957755.7703,1.23E+08,1.23E+08
92,86117.32139,957277.4358,1.23E+08,1.23E+08
93,86601.17833,957756.9417,1.23E+08,1.23E+08
94,86046.55889,957197.0592,1.23E+08,1.23E+08
95,86172.05028,957319.8781,1.23E+08,1.23E+08
96,86021.12861,957169.6883,1.23E+08,1.23E+08
97,86033.21861,957177.4553,1.23E+08,1.23E+08
98,85623.42778,956759.5325,1.23E+08,1.23E+08
99,85812.19333,956940.2797,1.23E+08,1.23E+08
100,85662.40444,956787.2836,1.23E+08,1.23E+08
