Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,73264.51639,946390.6428,1.17E+08,1.17E+08
1,146449.4136,1017740.939,1.14E+08,1.14E+08
2,222581.8803,1094312.328,1.11E+08,1.11E+08
3,136238.2844,1008532.319,1.14E+08,1.14E+08
4,109896.5289,981199.8775,1.15E+08,1.15E+08
5,209430.7331,1080285.365,1.13E+08,1.13E+08
6,157899.5672,1029748.201,1.14E+08,1.14E+08
7,284798.2456,1156237.344,1.11E+08,1.11E+08
8,204859.6997,1077102.747,1.13E+08,1.13E+08
9,152324.7275,1024209.925,1.14E+08,1.14E+08
10,187168.1214,1058342.447,1.14E+08,1.14E+08
11,177079.5592,1048968.358,1.14E+08,1.14E+08
12,191441.2594,1062562.785,1.14E+08,1.14E+08
13,234416.9978,1105819.406,1.13E+08,1.13E+08
14,261676.4142,1133453.665,1.12E+08,1.12E+08
15,213180.7631,1084633.294,1.14E+08,1.14E+08
16,147604.3822,1018751.419,1.15E+08,1.15E+08
17,167750.8261,1038608.177,1.15E+08,1.15E+08
18,759596.8703,1630914.212,9.60E+07,9.60E+07
19,238415.6528,1112140.828,1.11E+08,1.11E+08
20,1189775.059,2061189.699,7.56E+07,7.56E+07
21,268684.6419,1143822.976,1.10E+08,1.10E+08
22,218898.8872,1091677.487,1.12E+08,1.12E+08
23,181877.6583,1054157.532,1.14E+08,1.14E+08
24,162488.1458,1034308.397,1.15E+08,1.15E+08
25,186530.1036,1058077.144,1.15E+08,1.15E+08
26,227231.5925,1099120.974,1.11E+08,1.11E+08
27,251513.4614,1123878.073,1.13E+08,1.13E+08
28,661239.2281,1534128.017,9.79E+07,9.79E+07
29,261679.73,1135887.566,1.11E+08,1.11E+08
30,206306.9822,1079704.023,1.14E+08,1.14E+08
31,227364.9278,1100237.635,1.14E+08,1.14E+08
32,250695.1842,1123320.856,1.13E+08,1.13E+08
33,173863.3378,1046479.888,1.16E+08,1.16E+08
34,167025.7633,1038938.06,1.16E+08,1.16E+08
35,197448.4106,1069131.557,1.15E+08,1.15E+08
36,217560.0575,1089570.856,1.14E+08,1.14E+08
37,206007.8242,1078113.475,1.14E+08,1.14E+08
38,226895.4372,1098580.438,1.14E+08,1.14E+08
39,457799.8042,1329951.674,1.04E+08,1.04E+08
40,173370.9406,1046877.824,1.16E+08,1.16E+08
41,161557.4461,1033542.159,1.17E+08,1.17E+08
42,139511.1503,1011091.367,1.17E+08,1.17E+08
43,131088.2828,1002285.569,1.18E+08,1.18E+08
44,234324.2214,1105285.612,1.13E+08,1.13E+08
45,210034.4131,1081324.299,1.15E+08,1.15E+08
46,190226.725,1061409.512,1.16E+08,1.16E+08
47,127933.1558,998790.8394,1.18E+08,1.18E+08
48,158166.0522,1028541.934,1.17E+08,1.17E+08
49,191013.1889,1061920.703,1.17E+08,1.17E+08
50,182102.4969,1052870.203,1.17E+08,1.17E+08
51,213549.8217,1084590.703,1.16E+08,1.16E+08
52,239953.3817,1110750.717,1.15E+08,1.15E+08
53,221746.3636,1093124.863,1.15E+08,1.15E+08
54,296807.1256,1168071.534,1.13E+08,1.13E+08
55,168467.1286,1039946.306,1.18E+08,1.18E+08
56,197753.0617,1068662.236,1.17E+08,1.17E+08
57,237001.4503,1108142.905,1.15E+08,1.15E+08
58,706896.3019,1578265.747,9.73E+07,9.73E+07
59,205207.9172,1077732.921,1.16E+08,1.16E+08
60,213664.2311,1085226.628,1.16E+08,1.16E+08
61,193737.2892,1065080.273,1.17E+08,1.17E+08
62,177208.5206,1048238.507,1.17E+08,1.17E+08
63,232270.2097,1103354.543,1.16E+08,1.16E+08
64,155414.8975,1026808.043,1.19E+08,1.19E+08
65,199024.9975,1069927.368,1.17E+08,1.17E+08
66,190845.3142,1061647.643,1.18E+08,1.18E+08
67,158260.7272,1028993.259,1.19E+08,1.19E+08
68,296334.4853,1166942.659,1.13E+08,1.13E+08
69,853169.5939,1724738.23,9.31E+07,9.31E+07
70,237383.9381,1110355.865,1.15E+08,1.15E+08
71,324649.4811,1195527.703,1.14E+08,1.14E+08
72,206933.7272,1078495.776,1.18E+08,1.18E+08
73,194191.8444,1065505.33,1.18E+08,1.18E+08
74,174692.8464,1046135.773,1.19E+08,1.19E+08
75,211595.4539,1082315.097,1.18E+08,1.18E+08
76,306793.8136,1177507.881,1.15E+08,1.15E+08
77,179624.8211,1051057.045,1.19E+08,1.19E+08
78,240850.4522,1111821.793,1.16E+08,1.16E+08
79,246456.3533,1117544.54,1.17E+08,1.17E+08
80,188935.0119,1060107.454,1.18E+08,1.18E+08
81,191149.6447,1062083.924,1.19E+08,1.19E+08
82,649127.2369,1519767.206,1.00E+08,1.00E+08
83,207427.6406,1079234.147,1.18E+08,1.18E+08
84,295482.9681,1166907.033,1.16E+08,1.16E+08
85,215947.8817,1086796.566,1.18E+08,1.18E+08
86,103196.9925,974499.9689,1.22E+08,1.22E+08
