Scenario,Seed,Truck,Total Time (seconds),Total Distance (meters),Average Time (seconds),Average Distance (meters)
3,946,NEW_SLC_503,475.0,15677.240769399998,4592.8,10393.816710006666
3,946,NEW_SLC_504,4935.0,9296.272043,4592.8,10393.816710006666
2,951,Davis_518,22584.0,95004.26478039993,5422.9,42625.099135829994
2,951,SLC_520,1487.0,39151.76602559999,5422.9,42625.099135829994
2,951,Utah_County_502,971.0,33213.09221139999,5422.9,42625.099135829994
2,951,Utah_County_524,61.0,2146.779093,5422.9,42625.099135829994
2,951,Davis_526,1665.0,52573.40413119999,5422.9,42625.099135829994
2,951,SLC_514,2041.0,66219.70610079999,5422.9,42625.099135829994
2,951,Davis_506,1487.0,48025.15179679998,5422.9,42625.099135829994
2,951,Utah_County_521,5226.0,94396.65846340005,5422.9,42625.099135829994
2,951,SLC_517,11956.0,35119.435908399995,5422.9,42625.099135829994
2,951,SLC_519,6202.0,46900.15876320001,5422.9,42625.099135829994
2,951,NEW_Utah_County_533,0.0,0.0,5422.9,42625.099135829994
2,951,NEW_Utah_County_532,0.0,0.0,5422.9,42625.099135829994
2,951,NEW_SLC_511,0.0,0.0,5422.9,42625.099135829994
2,951,NEW_Davis_530,0.0,0.0,5422.9,42625.099135829994
2,951,NEW_Davis_531,0.0,0.0,5422.9,42625.099135829994
2,951,Davis_529,908.0,29434.023929999996,5422.9,42625.099135829994
2,951,SLC_510,14830.0,33294.814496599996,5422.9,42625.099135829994
2,951,SLC_523,664.0,20603.6880038,5422.9,42625.099135829994
2,951,Utah_County_513,18248.0,45692.46174699999,5422.9,42625.099135829994
2,951,SLC_525,14166.0,29022.93412040001,5422.9,42625.099135829994
2,951,SLC_505,1973.0,63310.32515539998,5422.9,42625.099135829994
2,951,SLC_527,1084.0,30387.960214999992,5422.9,42625.099135829994
2,951,NEW_SLC_507,0.0,0.0,5422.9,42625.099135829994
2,951,NEW_SLC_508,0.0,0.0,5422.9,42625.099135829994
2,951,Utah_County_516,503.0,15042.999875399999,5422.9,42625.099135829994
2,951,NEW_SLC_509,0.0,0.0,5422.9,42625.099135829994
2,951,Davis_512,1445.0,47742.6643466,5422.9,42625.099135829994
2,951,SLC_528,957.0,25219.6935522,5422.9,42625.099135829994
2,951,NEW_SLC_503,0.0,0.0,5422.9,42625.099135829994
2,951,NEW_SLC_504,0.0,0.0,5422.9,42625.099135829994
3,951,Davis_518,0.0,0.0,2989.3333333333335,18613.149538913334
3,951,SLC_520,266.0,6974.5255052,2989.3333333333335,18613.149538913334
3,951,Utah_County_502,979.0,33213.09221139999,2989.3333333333335,18613.149538913334
3,951,Utah_County_524,61.0,2146.779093,2989.3333333333335,18613.149538913334
3,951,Davis_526,0.0,0.0,2989.3333333333335,18613.149538913334
3,951,SLC_514,661.0,21107.3148634,2989.3333333333335,18613.149538913334
3,951,Davis_506,0.0,0.0,2989.3333333333335,18613.149538913334
3,951,Utah_County_521,0.0,0.0,2989.3333333333335,18613.149538913334
3,951,SLC_517,6606.0,17789.547799600005,2989.3333333333335,18613.149538913334
3,951,SLC_519,11364.0,32733.3801442,2989.3333333333335,18613.149538913334
3,951,NEW_Utah_County_533,1036.0,33941.12544060001,2989.3333333333335,18613.149538913334
3,951,NEW_Utah_County_532,10270.0,27464.030835999994,2989.3333333333335,18613.149538913334
3,951,NEW_SLC_511,544.0,11934.656225800003,2989.3333333333335,18613.149538913334
3,951,NEW_Davis_530,0.0,0.0,2989.3333333333335,18613.149538913334
3,951,NEW_Davis_531,0.0,0.0,2989.3333333333335,18613.149538913334
3,951,Davis_529,0.0,0.0,2989.3333333333335,18613.149538913334
3,951,SLC_510,14192.0,25184.980088400007,2989.3333333333335,18613.149538913334
3,951,SLC_523,6530.0,28600.24096940001,2989.3333333333335,18613.149538913334
3,951,Utah_County_513,10287.0,30610.226162399995,2989.3333333333335,18613.149538913334
3,951,SLC_525,389.0,11079.9196584,2989.3333333333335,18613.149538913334
3,951,SLC_505,14913.0,67267.62784180001,2989.3333333333335,18613.149538913334
3,951,SLC_527,1014.0,30387.960214999992,2989.3333333333335,18613.149538913334
3,951,NEW_SLC_507,1358.0,42643.76023779998,2989.3333333333335,18613.149538913334
3,951,NEW_SLC_508,668.0,18181.068034799995,2989.3333333333335,18613.149538913334
3,951,Utah_County_516,506.0,15042.999875399999,2989.3333333333335,18613.149538913334
3,951,NEW_SLC_509,468.0,14077.5568094,2989.3333333333335,18613.149538913334
3,951,Davis_512,0.0,0.0,2989.3333333333335,18613.149538913334
3,951,SLC_528,893.0,25219.6935522,2989.3333333333335,18613.149538913334
3,951,NEW_SLC_503,1452.0,47812.02690059996,2989.3333333333335,18613.149538913334
3,951,NEW_SLC_504,5223.0,14981.973702599998,2989.3333333333335,18613.149538913334
