ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	48.71793367201473	27.41368563315456	39.529967465341876	50.31464752860997
1	50.09671878811255	28.932619562485602	40.375580894972735	51.27838156109011
2	50.112946831289435	30.28554001811771	41.024718907943104	51.495080586808
3	50.33665174189206	31.464806151884943	41.63545254865454	51.722950835094494
4	50.52958748419628	32.53039973609736	42.20482195131954	51.888102616062916
5	50.79087460665009	33.481599417815815	42.75918824602893	52.12928300222044
6	51.12054373451033	34.40749249890739	43.30149197836814	52.29894275367249
7	50.72970026159598	35.16454280819233	43.70803131937683	52.213476683605
8	51.00240419894755	35.90459900510456	44.1498056376422	52.3190548799982
9	50.65446794828459	36.55021892986769	44.48029565521019	52.28244350575742
10	51.3071636976506	37.23038606134763	44.91805786988991	52.54101230881653
11	30.354159773250387	21.5347011036421	41.24755635257204	51.56315863848355
12	46.91740081841029	23.701400426503977	41.58005037738409	51.470653288130926
13	49.97086360434731	26.532071638928766	42.397483013544026	51.999385589804554
14	50.94785820378252	28.967156354933177	43.199658732456584	52.51870405486269
15	51.23209004485861	31.131752441611713	43.87864764888284	52.62747323275485
16	51.62886365731744	33.11411379408671	44.538879532740914	52.82282166806511
17	50.709952236958365	34.413610485752905	44.91117033823518	52.6723955472314
18	51.19607791301104	35.76870032291957	45.3584679651288	52.80383696545805
19	30.365862043184073	22.124679199960546	41.71249980613054	51.84957052283242
20	50.42105156036984	25.558402627889034	42.66247458386774	52.39138753520626
21	29.607685731013465	19.57013128916514	39.3301009638269	51.097415512069816
22	46.90853656409891	21.00486108950074	39.8359302639556	51.403202534468356
23	48.44385503153681	22.70201218195232	40.47320231043849	51.671401693388496
24	51.35849678665684	25.234734608841375	41.56696202844854	52.55116900152788
25	31.613387279448435	19.622950759328372	38.60829348857051	51.274440024443415
26	47.76110125609678	21.44044849944258	39.228897324727505	51.53914437436468
27	47.99499925236571	22.730538523039527	39.735297258862154	51.678337680261265
28	50.19398912283579	24.281917611707748	40.59663023447721	52.48458967910019
29	50.08355643608733	26.094434430480693	41.24417257397541	52.346007153430534
30	50.70191676965664	27.85189534248041	41.96926102769291	52.624334199780364
31	51.34310964710245	29.60607459217495	42.699601014228335	52.808631568864
32	52.012778285866474	31.242784896755833	43.46049747610303	53.21309215345489
33	51.04587216392351	32.4831892598175	43.91483787580621	52.99181403934466
34	51.86484685243067	33.823274641405334	44.520899822646	53.26016767713466
35	52.097275527515755	35.079463239449495	45.07730761689183	53.41628392963186
36	50.53927841551563	35.59259141262484	45.25274209518415	53.11039335028739
37	52.11213107648149	36.71037538802473	45.765514253736264	53.442579073644644
38	52.53297378115535	37.70489833828714	46.26201971666062	53.76389390308632
39	52.53299762347549	38.568890417310264	46.6658049393837	53.875181284418325
40	51.99855523841255	39.205860703185785	46.917147891738495	53.75006081913404
41	52.890398202682505	40.06272517650507	47.34128635980258	54.01912093291686
42	52.828905453852386	40.76977616256216	47.671446775887716	54.10424056552297
43	52.801023474739374	41.34721109446589	47.957307210647166	54.22808969430604
44	52.23469592298417	41.767369847176084	48.0944037998635	54.03054188535735
45	53.171324581812556	42.375576406853185	48.43166314701716	54.340957578394814
46	52.522110543998664	42.72253916531901	48.566413155733784	54.19594871077681
47	52.157174876402955	42.83336029476875	48.64851350276179	54.197193601229195
48	52.61372393144273	43.31384683650964	48.8187994884807	54.18756206967149
49	51.947180830302045	43.24774745180787	48.83940409626016	54.21791849015933
50	52.541579246754345	43.624488135011404	48.982080998525106	54.27135958242784
51	52.27034225859896	43.70293853673715	49.03740226721998	54.230187453617425
52	51.122523184040446	42.79080046735814	48.87466651637608	54.27620847780063
53	27.407017557679975	21.964903710976095	44.16028446683354	53.34059015157464
54	50.93182260154545	26.283495630799067	44.96811087559747	53.629237882215975
55	50.53503511080804	28.965986368029103	45.46250740741253	53.9046746113489
56	53.08268700435057	31.972023206358116	46.30234985719374	54.38997582989369
57	53.339070625404666	34.49934321965462	46.98835462573723	54.562523841346305
58	53.45342838190719	36.581058540641834	47.572825653062054	54.69246469631334
59	52.44890295473316	38.07053022414795	47.864386600303376	54.43685281965321
60	53.42355894598894	39.495300074017436	48.32850541495289	54.78479954892699
61	51.408318968358415	39.91813128792139	48.289665988168615	54.33652701488527
62	53.28585829081077	41.0804140499764	48.68237015801062	54.71722018253796
63	53.87593358902688	42.11440544843928	49.068615762405244	54.97065588995984
64	54.23553324310301	42.95418193451268	49.44400333122841	55.28618673769669
65	52.453196106479275	43.10180926444109	49.401697581296006	54.87046977901481
66	53.52320948682911	43.74635468005591	49.63524206290284	55.05131845708546
67	53.81151956904766	44.371669101569296	49.863303111565614	55.13664387163962
68	54.207228633648626	44.908655016830515	50.12331114341285	55.366097269666234
69	52.06875576939002	44.54199140020333	49.91769245346203	54.916470364542796
70	53.57737878588918	44.94926830060548	50.10333984471514	55.177386666055405
71	52.881295495105725	45.07686277017785	50.08746382493185	54.976493396914954
72	49.142751416831196	41.67432391275168	49.37955720002113	54.87341729763508
73	52.76324514438688	42.44170243930117	49.526056581054796	54.921600834407826
74	53.96838847267978	43.22142011232423	49.85923869652683	55.446336622396146
75	53.990578239456326	43.90768577706075	50.07386553516207	55.5027964523349
76	54.59322317733665	44.62007525429164	50.37019196537785	55.776720066178534
77	54.400328015156624	45.1783314286371	50.557010814304185	55.71090299454949
78	53.99780754066225	45.435763545391346	50.661373336308195	55.70926813468978
79	53.74506084947822	45.63546631267636	50.7071652009132	55.66496344881423
80	54.332621830924026	45.97016026994537	50.86807978367659	55.80208572082693
81	54.89826236175627	46.4274315896814	51.10055298816845	56.055203026154835
82	55.021622955060316	46.82697131557696	51.2957107623147	56.1443518783842
83	55.27007333179942	47.20819478039322	51.51213012443442	56.33027898687669
84	54.49193901275286	47.340306883025605	51.533906332237976	56.16781436194502
85	54.69967491170536	47.40696336977196	51.621550061651405	56.23599383723202
86	26.104200590996122	21.808175253791926	46.172245463960266	55.245709677732314
87	53.0593142035881	26.74211281861477	47.132639569844564	55.73838575371668
88	53.64574705883579	30.4455734872708	47.87539289424058	55.914548540818025
89	54.91048077488794	33.89399356387862	48.690760273329744	56.1899920766385
90	55.28218690237445	36.733400251352	49.396158148411196	56.367745914120135
91	56.650768749032736	39.29568647950699	50.00568948047956	56.725081650415405
92	56.74866799920742	39.290455032883585	50.010406750238616	56.78237508365288
93	56.77115840952054	39.28793139964699	50.0081634154141	56.79040959578488
94	56.78380509547782	39.28621980225975	50.00684251535022	56.796610818701
95	56.79023279772026	39.28476582288131	50.00556691115358	56.79885369379581
96	56.79707918066059	39.28391177845784	50.005212008528886	56.80256787948102
97	56.793466817208085	39.28322301808034	50.00339179607472	56.79818380663856
98	56.804023562912036	39.2823529564565	50.0045597473282	56.80807321349735
99	56.80929361125616	39.28208552606959	50.004803826879645	56.811286679084354
100	56.807592867549964	39.28163400966515	50.004065064573496	56.809677293889756
