Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
88,147476.0203,1017617.755,1.20E+08,1.20E+08
89,134713.4825,1004892.26,1.20E+08,1.20E+08
90,153779.5244,1023317.061,1.20E+08,1.20E+08
91,74593.93139,944919.1628,1.23E+08,1.23E+08
92,70031.42778,940222.6317,1.23E+08,1.23E+08
93,68013.91056,938160.1008,1.23E+08,1.23E+08
94,67612.33444,937738.7475,1.23E+08,1.23E+08
95,66803.28639,936921.9461,1.23E+08,1.23E+08
96,66686.87194,936790.5947,1.23E+08,1.23E+08
97,66400.76833,936499.4636,1.23E+08,1.23E+08
98,66048.22556,936134.6419,1.23E+08,1.23E+08
99,65978.42056,936067.9097,1.23E+08,1.23E+08
100,66127.16778,936205.3408,1.23E+08,1.23E+08
