Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,73228.97333,946354.5925,1.17E+08,1.17E+08
1,164825.375,1036123.264,1.14E+08,1.14E+08
2,162106.3378,1033908.013,1.14E+08,1.14E+08
3,144205.7208,1016104.542,1.14E+08,1.14E+08
4,108344.7022,979667.6889,1.15E+08,1.15E+08
5,186402.9208,1057232.012,1.14E+08,1.14E+08
6,147067.4642,1018769.118,1.14E+08,1.14E+08
7,179788.5683,1050966.51,1.14E+08,1.14E+08
8,208642.2644,1080156.157,1.13E+08,1.13E+08
9,204109.8664,1075818.669,1.13E+08,1.13E+08
10,176218.2969,1047895.101,1.14E+08,1.14E+08
11,232562.0736,1104119.741,1.12E+08,1.12E+08
12,208725.2561,1080233.555,1.13E+08,1.13E+08
13,153652.2992,1025449.266,1.15E+08,1.15E+08
14,143483.545,1014535.349,1.15E+08,1.15E+08
15,163505.7953,1034138.266,1.15E+08,1.15E+08
16,161130.9439,1031866.822,1.15E+08,1.15E+08
17,157763.8211,1028535.527,1.15E+08,1.15E+08
18,237372.8161,1107819.684,1.12E+08,1.12E+08
19,241821.7489,1113027.649,1.12E+08,1.12E+08
20,163565.9675,1035025.132,1.15E+08,1.15E+08
21,141222.7892,1012101.083,1.16E+08,1.16E+08
22,148022.55,1018409.508,1.16E+08,1.16E+08
23,1850055.194,2700077.213,4.67E+07,4.67E+07
24,529834.0781,1405331.763,1.02E+08,1.02E+08
25,426719.0097,1299151.986,1.08E+08,1.08E+08
26,213969.5039,1086252.064,1.13E+08,1.13E+08
27,163182.7906,1034925.806,1.15E+08,1.15E+08
28,216455.4714,1087725.091,1.14E+08,1.14E+08
29,188727.4589,1060257.737,1.15E+08,1.15E+08
30,227205.8669,1098567.826,1.13E+08,1.13E+08
31,218210.0814,1089482.294,1.14E+08,1.14E+08
32,179076.3825,1050794.349,1.15E+08,1.15E+08
33,216507.1881,1087732.76,1.14E+08,1.14E+08
34,167406.5372,1038622.132,1.16E+08,1.16E+08
35,180020.0589,1050793.565,1.15E+08,1.15E+08
36,140342.5936,1010941.26,1.17E+08,1.17E+08
37,230774.5983,1100785.766,1.14E+08,1.14E+08
38,172980.8019,1044024.528,1.16E+08,1.16E+08
39,228715.2286,1099334.364,1.14E+08,1.14E+08
40,195962.2747,1066803.024,1.16E+08,1.16E+08
41,139104.3708,1009507.308,1.18E+08,1.18E+08
42,183436.5294,1053459.525,1.17E+08,1.17E+08
43,179598.6367,1049673.166,1.17E+08,1.17E+08
44,208379.9681,1078607.952,1.16E+08,1.16E+08
45,239274.7033,1109712.022,1.15E+08,1.15E+08
46,163450.8339,1034171.774,1.17E+08,1.17E+08
47,223737.3592,1093987.435,1.15E+08,1.15E+08
48,213847.9111,1084419.057,1.16E+08,1.16E+08
49,488905.3961,1359419.179,1.06E+08,1.06E+08
50,420376.4894,1291623.344,1.10E+08,1.10E+08
51,234599.3344,1105966.845,1.15E+08,1.15E+08
52,172250.3064,1043285.139,1.17E+08,1.17E+08
53,223681.0067,1093981.157,1.15E+08,1.15E+08
54,203262.4069,1074113.555,1.16E+08,1.16E+08
55,266038.8411,1136981.318,1.13E+08,1.13E+08
56,251558.1619,1122959.096,1.16E+08,1.16E+08
57,223764.3092,1094686.958,1.16E+08,1.16E+08
58,203522.5839,1074367.755,1.17E+08,1.17E+08
59,181615.4772,1052366.151,1.18E+08,1.18E+08
60,188407.0319,1059047.297,1.18E+08,1.18E+08
61,192727.8078,1063334.113,1.18E+08,1.18E+08
62,162861.3539,1033282.559,1.19E+08,1.19E+08
63,130123.0594,1000103.639,1.20E+08,1.20E+08
64,217176.3467,1086700.528,1.17E+08,1.17E+08
65,263876.6356,1133625.904,1.16E+08,1.16E+08
66,157360.6192,1028228.122,1.19E+08,1.19E+08
67,213119.5681,1082795.005,1.18E+08,1.18E+08
68,188154.7308,1058618.622,1.18E+08,1.18E+08
69,213683.1244,1083810.917,1.18E+08,1.18E+08
70,239170.4694,1108975.182,1.17E+08,1.17E+08
71,210945.2422,1081371.891,1.18E+08,1.18E+08
72,156289.6711,1026649.714,1.19E+08,1.19E+08
73,178123.6483,1047955.042,1.19E+08,1.19E+08
74,2093280.031,2942270.913,4.29E+07,4.29E+07
75,570407.4614,1445452.186,1.05E+08,1.05E+08
76,229613.445,1100647.922,1.17E+08,1.17E+08
77,194317.9994,1064336.731,1.18E+08,1.18E+08
78,133025.0844,1002772.723,1.20E+08,1.20E+08
79,134098.8894,1003489.527,1.20E+08,1.20E+08
80,163734.0961,1032858.063,1.20E+08,1.20E+08
81,144928.6756,1014598.618,1.20E+08,1.20E+08
82,141984.3375,1010875.605,1.21E+08,1.21E+08
83,116585.7994,985414.4475,1.22E+08,1.22E+08
84,120951.5858,989193.8219,1.21E+08,1.21E+08
85,1933633.913,2779009.503,4.44E+07,4.44E+07
86,123635.9581,992823.8089,1.22E+08,1.22E+08
87,71577.14361,940912.7797,1.23E+08,1.23E+08
88,83224.78917,952457.6756,1.23E+08,1.23E+08
89,78600.22611,947908.0322,1.23E+08,1.23E+08
90,70583.56361,939876.8781,1.23E+08,1.23E+08
91,68830.94139,938114.8153,1.23E+08,1.23E+08
92,68722.73278,937993.1808,1.23E+08,1.23E+08
93,78492.27361,947756.7031,1.23E+08,1.23E+08
94,79495.46861,948769.49,1.23E+08,1.23E+08
95,70331.00861,939600.0694,1.23E+08,1.23E+08
96,77934.71667,947200.7403,1.23E+08,1.23E+08
97,68454.09139,937716.8217,1.23E+08,1.23E+08
98,73068.27528,942324.0103,1.23E+08,1.23E+08
99,74528.10972,943780.7569,1.23E+08,1.23E+08
100,68309.92889,937554.2236,1.23E+08,1.23E+08
