Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,73371.09806,946504.6281,1.17E+08,1.17E+08
1,104466.2339,975787.9214,1.15E+08,1.15E+08
2,170547.2839,1041872.041,1.14E+08,1.14E+08
3,210953.0492,1082758.331,1.13E+08,1.13E+08
4,145457.0033,1017476.266,1.14E+08,1.14E+08
5,182706.2706,1054120.351,1.13E+08,1.13E+08
6,161881.5481,1034037.128,1.14E+08,1.14E+08
7,286112.7625,1157982.518,1.11E+08,1.11E+08
8,213876.3711,1086140.119,1.13E+08,1.13E+08
9,166650.8794,1038826.419,1.14E+08,1.14E+08
10,142688.8575,1013966.303,1.15E+08,1.15E+08
11,134307.1608,1005593.696,1.15E+08,1.15E+08
12,155353.5514,1026053.553,1.15E+08,1.15E+08
13,230915.7831,1102122.701,1.12E+08,1.12E+08
14,196692.7703,1067635.915,1.13E+08,1.13E+08
15,213904.9144,1085079.816,1.13E+08,1.13E+08
16,162647.2472,1033867.362,1.15E+08,1.15E+08
17,220250.5817,1091007.72,1.13E+08,1.13E+08
18,184913.2947,1056026.982,1.15E+08,1.15E+08
19,218510.1622,1089223.919,1.13E+08,1.13E+08
20,173259.4394,1044261.82,1.15E+08,1.15E+08
21,199687.7033,1070315.694,1.14E+08,1.14E+08
22,191348.5419,1062134.874,1.15E+08,1.15E+08
23,1863965.973,2710298.292,4.27E+07,4.27E+07
24,467917.5619,1343199.893,1.05E+08,1.05E+08
25,307203.6911,1179002.138,1.11E+08,1.11E+08
26,173548.3114,1045114.962,1.15E+08,1.15E+08
27,409664.2164,1280986.323,1.02E+08,1.02E+08
28,213069.0511,1085762.81,1.14E+08,1.14E+08
29,194705.3383,1066328.333,1.14E+08,1.14E+08
30,161694.8,1032933.767,1.16E+08,1.16E+08
31,251899.9378,1122826.984,1.13E+08,1.13E+08
32,263682.8844,1134853.26,1.13E+08,1.13E+08
33,190904.8561,1062275.281,1.15E+08,1.15E+08
34,155127.7039,1025974.907,1.17E+08,1.17E+08
35,169713.9922,1039851.487,1.16E+08,1.16E+08
36,145836.6753,1016458.739,1.17E+08,1.17E+08
37,258833.2586,1128666.671,1.14E+08,1.14E+08
38,171333.0239,1042508.883,1.16E+08,1.16E+08
39,170264.3047,1040587.701,1.17E+08,1.17E+08
40,221220.0503,1091617.622,1.15E+08,1.15E+08
41,192563.5783,1063347.707,1.16E+08,1.16E+08
42,203421.7053,1074052.85,1.15E+08,1.15E+08
43,192372.7272,1063082.047,1.16E+08,1.16E+08
44,152429.0072,1023113.347,1.17E+08,1.17E+08
45,158026.3378,1028343.305,1.18E+08,1.18E+08
46,149327.9258,1019352.768,1.18E+08,1.18E+08
47,148534.0336,1018376.908,1.18E+08,1.18E+08
48,127857.6342,997494.2803,1.19E+08,1.19E+08
49,240003.8397,1109136.027,1.15E+08,1.15E+08
50,176396.2481,1046185.34,1.18E+08,1.18E+08
51,198956.4444,1068847.178,1.17E+08,1.17E+08
52,177182.7775,1047378.252,1.18E+08,1.18E+08
53,143062.7206,1013045.721,1.18E+08,1.18E+08
54,167461.9406,1036668.801,1.18E+08,1.18E+08
55,208181.5375,1077842.054,1.17E+08,1.17E+08
56,149829.0269,1019611.298,1.19E+08,1.19E+08
57,1504326.141,2360801.32,6.32E+07,6.32E+07
58,385058.5778,1258349.804,1.10E+08,1.10E+08
59,239412.5403,1110197.127,1.16E+08,1.16E+08
60,335394.2425,1206555.634,1.13E+08,1.13E+08
61,195477.7575,1066600.336,1.17E+08,1.17E+08
62,168392.0664,1038993.619,1.19E+08,1.19E+08
63,220118.5389,1090224.096,1.17E+08,1.17E+08
64,175109.4056,1045404.708,1.18E+08,1.18E+08
65,1806344.729,2653702.901,4.78E+07,4.78E+07
66,652313.0278,1526842.068,1.02E+08,1.02E+08
67,341829.34,1214444.381,1.13E+08,1.13E+08
68,215665.0147,1086992.165,1.17E+08,1.17E+08
69,217695.2803,1088929.883,1.17E+08,1.17E+08
70,241141.6386,1112267.862,1.16E+08,1.16E+08
71,211569.1036,1082415.13,1.18E+08,1.18E+08
72,155043.4842,1025988.374,1.19E+08,1.19E+08
73,146179.9525,1016374.091,1.20E+08,1.20E+08
74,191493.1533,1061622.911,1.19E+08,1.19E+08
75,218928.0733,1088947.229,1.17E+08,1.17E+08
76,189075.4011,1059251.756,1.18E+08,1.18E+08
77,135292.9258,1005252.267,1.20E+08,1.20E+08
78,188914.6089,1058310.363,1.19E+08,1.19E+08
79,221032.9433,1090802.744,1.17E+08,1.17E+08
80,214624.8447,1084591.624,1.18E+08,1.18E+08
81,175416.935,1045559.245,1.20E+08,1.20E+08
82,195819.3783,1065590.663,1.19E+08,1.19E+08
83,225202.3503,1095026.432,1.19E+08,1.19E+08
84,171828.0539,1041818.933,1.20E+08,1.20E+08
85,186428.9081,1056086.366,1.20E+08,1.20E+08
86,77294.41528,946909.5286,1.23E+08,1.23E+08
87,71610.00722,941136.4031,1.24E+08,1.24E+08
88,70951.56833,940432.9303,1.24E+08,1.24E+08
89,70566.99111,940031.0394,1.24E+08,1.24E+08
90,70651.11167,940098.2439,1.24E+08,1.24E+08
91,70009.52417,939449.9428,1.24E+08,1.24E+08
92,69668.69639,939105.3889,1.24E+08,1.24E+08
93,69114.23444,938544.9422,1.24E+08,1.24E+08
94,69577.49556,939004.9208,1.24E+08,1.24E+08
95,69404.12222,938824.7819,1.24E+08,1.24E+08
96,69053.80556,938472.0086,1.24E+08,1.24E+08
97,69276.50806,938690.6694,1.24E+08,1.24E+08
98,69298.9275,938708.6306,1.24E+08,1.24E+08
99,69110.60639,938524.2381,1.24E+08,1.24E+08
100,69195.69194,938602.8794,1.24E+08,1.24E+08
