Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,188897.8283,1086440.906,9.91E+07,9.91E+07
1,206891.1756,1102211.957,9.94E+07,9.94E+07
2,250361.7636,1144871.548,9.83E+07,9.83E+07
3,212631.2936,1106341.559,9.96E+07,9.96E+07
4,1665858.17,2544124.634,4.19E+07,4.19E+07
5,694376.1214,1591971.706,8.29E+07,8.29E+07
6,358336.4806,1253881.829,9.47E+07,9.47E+07
7,224088.4311,1118309.312,9.88E+07,9.88E+07
8,184637.3708,1077621.894,1.00E+08,1.00E+08
9,197791.8422,1089592.937,1.00E+08,1.00E+08
10,1700733.44,2577258.561,4.00E+07,4.00E+07
11,460880.9869,1358660.088,8.99E+07,8.99E+07
12,186989.1439,1080110.279,1.01E+08,1.01E+08
13,180611.3225,1071774.141,1.01E+08,1.01E+08
14,140298.4639,1030290.29,1.03E+08,1.03E+08
15,244301.0225,1132814.16,9.95E+07,9.95E+07
16,229357.9811,1118266.618,1.00E+08,1.00E+08
17,202940.3244,1091183.199,1.01E+08,1.01E+08
18,199717.0397,1087792.115,1.02E+08,1.02E+08
19,1461077.087,2339494.509,4.86E+07,4.86E+07
20,726506.2222,1619665.671,8.23E+07,8.23E+07
21,1609687.186,2496050.874,4.56E+07,4.56E+07
22,470301.8453,1365408.315,9.09E+07,9.09E+07
23,293913.6753,1185437.999,9.88E+07,9.88E+07
24,215523.3397,1105897.804,1.01E+08,1.01E+08
25,212489.2317,1101839.744,1.01E+08,1.01E+08
26,199888.9992,1088403.351,1.02E+08,1.02E+08
27,165318.5494,1053298.987,1.03E+08,1.03E+08
28,175326.5497,1062022.933,1.03E+08,1.03E+08
29,167030.1431,1053389.728,1.03E+08,1.03E+08
30,154978.3697,1040021.422,1.04E+08,1.04E+08
31,233319.2414,1117900.296,1.01E+08,1.01E+08
32,223486.5275,1107762.949,1.02E+08,1.02E+08
33,251246.5425,1135642.131,1.01E+08,1.01E+08
34,249646.52,1133766.637,1.02E+08,1.02E+08
35,146171.3456,1030551.576,1.05E+08,1.05E+08
36,186496.4342,1069466.966,1.04E+08,1.04E+08
37,152875.1811,1035929.858,1.05E+08,1.05E+08
38,173091.3686,1055048.984,1.05E+08,1.05E+08
39,195159.6044,1076629.515,1.04E+08,1.04E+08
40,236772.3339,1118624.25,1.03E+08,1.03E+08
41,230505.8831,1112711.454,1.03E+08,1.03E+08
42,240977.6725,1123204.006,1.02E+08,1.02E+08
43,234973.0278,1117008.186,1.03E+08,1.03E+08
44,214867.2172,1096529.813,1.04E+08,1.04E+08
45,273806.1867,1155106.597,1.02E+08,1.02E+08
46,220406.6053,1102078.613,1.04E+08,1.04E+08
47,254454.2692,1135889.555,1.03E+08,1.03E+08
48,260330.8286,1141369.805,1.03E+08,1.03E+08
49,214992.9719,1095827.6,1.04E+08,1.04E+08
50,187480.2572,1067812.65,1.05E+08,1.05E+08
51,177003.8178,1056725.155,1.06E+08,1.06E+08
52,157237.7647,1036760.248,1.07E+08,1.07E+08
53,149094.3156,1028094.842,1.07E+08,1.07E+08
54,155405.8714,1033695.282,1.07E+08,1.07E+08
55,195144.6856,1073125.205,1.06E+08,1.06E+08
56,170252.005,1048303.179,1.07E+08,1.07E+08
57,239534.7114,1117383.994,1.05E+08,1.05E+08
58,213044.4875,1090919.051,1.06E+08,1.06E+08
59,207563.4469,1085263.868,1.06E+08,1.06E+08
60,211513.96,1089427.09,1.06E+08,1.06E+08
61,164373.1497,1042173.268,1.07E+08,1.07E+08
62,134494.5747,1011805.656,1.08E+08,1.08E+08
63,160464.0589,1037004.787,1.08E+08,1.08E+08
64,132431.1375,1008688.875,1.09E+08,1.09E+08
65,233833.4667,1109593.251,1.06E+08,1.06E+08
66,182124.8031,1058361.484,1.08E+08,1.08E+08
67,231197.4369,1107602.685,1.06E+08,1.06E+08
68,183965.0294,1060328.061,1.08E+08,1.08E+08
69,202942.3458,1079026.804,1.07E+08,1.07E+08
70,208365.6111,1084929.659,1.07E+08,1.07E+08
71,251559.1689,1127839.537,1.06E+08,1.06E+08
72,202163.3186,1079107.107,1.07E+08,1.07E+08
73,206435.8456,1082896.478,1.07E+08,1.07E+08
74,193817.7947,1070287.84,1.08E+08,1.08E+08
75,227105.1325,1103437.701,1.07E+08,1.07E+08
76,232596.7514,1108991.208,1.07E+08,1.07E+08
77,239875.8953,1116205.123,1.07E+08,1.07E+08
78,185567.1139,1061518.496,1.09E+08,1.09E+08
79,244774.4669,1120223.598,1.07E+08,1.07E+08
80,221201.5214,1097038.533,1.08E+08,1.08E+08
81,172279.1389,1047903.288,1.09E+08,1.09E+08
82,1866097.363,2728616.613,4.17E+07,4.17E+07
83,586635.7081,1467234.815,9.38E+07,9.38E+07
84,266748.1522,1143586.457,1.06E+08,1.06E+08
85,241650.9922,1117781.173,1.07E+08,1.07E+08
86,285682.5647,1161438.729,1.06E+08,1.06E+08
87,237670.2633,1113970.262,1.07E+08,1.07E+08
88,214756.1781,1090540.013,1.08E+08,1.08E+08
89,154655.4586,1030262.738,1.10E+08,1.10E+08
90,193321.9011,1068123.9,1.09E+08,1.09E+08
91,104883.3761,980975.9778,1.13E+08,1.13E+08
92,94635.26611,970516.4897,1.13E+08,1.13E+08
93,94553.89222,970342.7425,1.13E+08,1.13E+08
94,94035.84389,969805.8586,1.13E+08,1.13E+08
95,93053.93222,968791.2147,1.13E+08,1.13E+08
96,93133.75361,968854.2553,1.13E+08,1.13E+08
97,92372.35806,968092.2411,1.13E+08,1.13E+08
98,92449.45278,968158.9922,1.13E+08,1.13E+08
99,92127.21528,967830.5511,1.13E+08,1.13E+08
100,91849.31944,967555.0594,1.13E+08,1.13E+08
