Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,73474.07778,946607.0103,1.17E+08,1.17E+08
1,162398.6994,1033745.294,1.14E+08,1.14E+08
2,1548791.268,2406840.276,6.71E+07,6.71E+07
3,300907.1811,1176919.583,1.08E+08,1.08E+08
4,241890.4136,1114838.67,1.11E+08,1.11E+08
5,150552.7489,1023326.666,1.13E+08,1.13E+08
6,1571211.953,2430885.791,6.81E+07,6.81E+07
7,746298.1431,1623966.793,9.65E+07,9.65E+07
8,289163.5419,1164201.491,1.09E+08,1.09E+08
9,205282.0253,1079544.812,1.12E+08,1.12E+08
10,1488586.892,2347022.581,5.72E+07,5.72E+07
11,1077955.889,1952591.117,7.85E+07,7.85E+07
12,407162.3178,1284154.169,1.06E+08,1.06E+08
13,291300.9744,1167587.35,1.08E+08,1.08E+08
14,237681.1497,1113433.254,1.12E+08,1.12E+08
15,161965.8181,1037603.785,1.14E+08,1.14E+08
16,128530.4406,1002925.425,1.15E+08,1.15E+08
17,151043.9164,1024554.212,1.15E+08,1.15E+08
18,238957.1319,1112449.498,1.12E+08,1.12E+08
19,287891.0833,1161619.573,1.11E+08,1.11E+08
20,186344.2561,1060294.805,1.14E+08,1.14E+08
21,261290.4047,1134711.246,1.11E+08,1.11E+08
22,270017.3886,1143390.144,1.12E+08,1.12E+08
23,163853.8525,1037782.044,1.14E+08,1.14E+08
24,148959.2206,1021863.822,1.15E+08,1.15E+08
25,226502.7772,1099079.737,1.13E+08,1.13E+08
26,186075.8328,1059266.381,1.14E+08,1.14E+08
27,182400.2119,1055205.299,1.14E+08,1.14E+08
28,191267.5694,1063932.233,1.14E+08,1.14E+08
29,186290.3681,1058895.348,1.14E+08,1.14E+08
30,243937.7106,1116293.894,1.13E+08,1.13E+08
31,222916.4281,1095470.643,1.13E+08,1.13E+08
32,260862.0031,1133307.351,1.12E+08,1.12E+08
33,230320.2397,1102929.7,1.14E+08,1.14E+08
34,190915.5772,1063766.685,1.15E+08,1.15E+08
35,141393.87,1013798.338,1.16E+08,1.16E+08
36,136838.4989,1008248.158,1.17E+08,1.17E+08
37,174090.5078,1045386.797,1.16E+08,1.16E+08
38,224058.0494,1095662.545,1.14E+08,1.14E+08
39,225789.9561,1097660.02,1.15E+08,1.15E+08
40,162894.1525,1034718.985,1.16E+08,1.16E+08
41,308157.7275,1179558.155,1.12E+08,1.12E+08
42,772441.3661,1643382.953,9.29E+07,9.29E+07
43,478959.8131,1353386.814,1.07E+08,1.07E+08
44,226986.9414,1100134.213,1.14E+08,1.14E+08
45,234096.1831,1106186.284,1.15E+08,1.15E+08
46,234497.3597,1106949.839,1.14E+08,1.14E+08
47,252147.5608,1124479.061,1.14E+08,1.14E+08
48,246199.2592,1119290.886,1.14E+08,1.14E+08
49,270864.1261,1143713.879,1.14E+08,1.14E+08
50,184267.4728,1057356.968,1.16E+08,1.16E+08
51,219257.5328,1091445.54,1.16E+08,1.16E+08
52,170004.6219,1042263.003,1.17E+08,1.17E+08
53,162028.4886,1034042.1,1.17E+08,1.17E+08
54,192591.0169,1063979.042,1.17E+08,1.17E+08
55,216676.6778,1087927.504,1.16E+08,1.16E+08
56,215985.1006,1087997.123,1.16E+08,1.16E+08
57,195495.485,1067130.477,1.17E+08,1.17E+08
58,311367.445,1182890.694,1.13E+08,1.13E+08
59,265259.7631,1137457.704,1.15E+08,1.15E+08
60,192930.4986,1065049.935,1.16E+08,1.16E+08
61,183656.9133,1055193.014,1.18E+08,1.18E+08
62,248134.0914,1119503.414,1.15E+08,1.15E+08
63,168977.4383,1040510.167,1.18E+08,1.18E+08
64,213889.1778,1084818.679,1.16E+08,1.16E+08
65,190158.8644,1061556.034,1.18E+08,1.18E+08
66,175424.5536,1046375.379,1.18E+08,1.18E+08
67,205505.7617,1076591.773,1.17E+08,1.17E+08
68,147946.2864,1018731.513,1.19E+08,1.19E+08
69,154518.6881,1025002.266,1.19E+08,1.19E+08
70,202735.9617,1073101.911,1.17E+08,1.17E+08
71,186870.7811,1057344.185,1.18E+08,1.18E+08
72,164519.0625,1035322.639,1.19E+08,1.19E+08
73,175694.7981,1046042.586,1.19E+08,1.19E+08
74,203294.0347,1073777.527,1.18E+08,1.18E+08
75,165033.7264,1035709.863,1.19E+08,1.19E+08
76,1707110.913,2563700.34,5.58E+07,5.58E+07
77,442693.92,1317290.498,1.09E+08,1.09E+08
78,323212.595,1194183.09,1.10E+08,1.10E+08
79,1572235.461,2426355.264,5.78E+07,5.78E+07
80,692686.6442,1567703.047,9.64E+07,9.64E+07
81,341287.4833,1214906.062,1.14E+08,1.14E+08
82,202633.6886,1075035.044,1.18E+08,1.18E+08
83,162421.6886,1034378.342,1.19E+08,1.19E+08
84,153188.8056,1024909.705,1.20E+08,1.20E+08
85,153180.6419,1024169.513,1.20E+08,1.20E+08
86,76254.44361,947606.1806,1.23E+08,1.23E+08
87,72044.32611,943289.3014,1.23E+08,1.23E+08
88,70658.25111,941860.2325,1.23E+08,1.23E+08
89,69421.29028,940600.1531,1.23E+08,1.23E+08
90,69148.20306,940310.8969,1.23E+08,1.23E+08
91,68788.06972,939940.2656,1.23E+08,1.23E+08
92,68531.37333,939682.9189,1.23E+08,1.23E+08
93,68507.81528,939648.7047,1.23E+08,1.23E+08
94,68465.6625,939602.8289,1.23E+08,1.23E+08
95,68447.31778,939570.9906,1.23E+08,1.23E+08
96,68237.53944,939360.2639,1.23E+08,1.23E+08
97,68185.98667,939300.8508,1.23E+08,1.23E+08
98,68185.86361,939308.7639,1.23E+08,1.23E+08
99,67861.81917,938973.815,1.23E+08,1.23E+08
100,67921.88472,939028.4578,1.23E+08,1.23E+08
