Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,73394.72583,946526.2611,1.17E+08,1.17E+08
1,159634.0967,1030913.862,1.14E+08,1.14E+08
2,1358871.501,2219885.061,7.22E+07,7.22E+07
3,230164.5144,1104953.777,1.10E+08,1.10E+08
4,182953.8711,1055767.089,1.12E+08,1.12E+08
5,186907.6986,1058997.906,1.13E+08,1.13E+08
6,220115.7647,1092694.121,1.11E+08,1.11E+08
7,158135.5669,1030712.163,1.13E+08,1.13E+08
8,193223.7772,1065561.098,1.13E+08,1.13E+08
9,151947.0444,1024330.144,1.14E+08,1.14E+08
10,1612925.683,2468955.89,6.42E+07,6.42E+07
11,447040.8789,1322810.734,1.04E+08,1.04E+08
12,239954.1203,1112983.211,1.11E+08,1.11E+08
13,191382.0975,1064534.684,1.13E+08,1.13E+08
14,184984.7214,1057402.87,1.13E+08,1.13E+08
15,213125.0125,1085691.745,1.13E+08,1.13E+08
16,245860.4069,1118272.71,1.12E+08,1.12E+08
17,196387.0403,1069131.24,1.13E+08,1.13E+08
18,140725.3714,1013023.238,1.15E+08,1.15E+08
19,163548.7553,1035283.581,1.14E+08,1.14E+08
20,162151.1797,1034139.209,1.15E+08,1.15E+08
21,243515.8603,1115080.275,1.12E+08,1.12E+08
22,227894.5425,1099851.044,1.12E+08,1.12E+08
23,184288.7,1056458.436,1.15E+08,1.15E+08
24,217654.0058,1089212.112,1.13E+08,1.13E+08
25,165292.2097,1036938.01,1.15E+08,1.15E+08
26,215715.6839,1086955.827,1.13E+08,1.13E+08
27,180282.0911,1051928.214,1.15E+08,1.15E+08
28,158507.9219,1029926.206,1.16E+08,1.16E+08
29,213975.2308,1085147.655,1.14E+08,1.14E+08
30,188079.9261,1059188.841,1.15E+08,1.15E+08
31,212683.2917,1084018.348,1.15E+08,1.15E+08
32,248382.2086,1119665.934,1.13E+08,1.13E+08
33,187327.9908,1059124.36,1.15E+08,1.15E+08
34,282163.4481,1153580.962,1.12E+08,1.12E+08
35,265688.6825,1137085.173,1.14E+08,1.14E+08
36,211911.6428,1083148.704,1.15E+08,1.15E+08
37,256644.1256,1127597.783,1.14E+08,1.14E+08
38,232659.7356,1103543.723,1.14E+08,1.14E+08
39,157760.3025,1029072.57,1.17E+08,1.17E+08
40,177566.4947,1048303.67,1.16E+08,1.16E+08
41,296294.7958,1167460.825,1.12E+08,1.12E+08
42,159807.8117,1031379.833,1.17E+08,1.17E+08
43,154219.22,1024670.243,1.17E+08,1.17E+08
44,170854.9406,1041227.398,1.16E+08,1.16E+08
45,168937.375,1039085.295,1.17E+08,1.17E+08
46,154525.485,1024561.564,1.18E+08,1.18E+08
47,170873.1619,1040940.586,1.17E+08,1.17E+08
48,298740.5311,1169110.221,1.12E+08,1.12E+08
49,203023.8117,1073587.148,1.16E+08,1.16E+08
50,261500.2492,1132049.038,1.14E+08,1.14E+08
51,250887.9231,1121815.24,1.15E+08,1.15E+08
52,449451.8281,1320878.368,1.05E+08,1.05E+08
