Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,73451.44778,946588.8511,1.17E+08,1.17E+08
1,157799.0122,1029067.187,1.14E+08,1.14E+08
2,190060.3925,1061660.842,1.13E+08,1.13E+08
3,163974.3247,1035994.782,1.14E+08,1.14E+08
4,117814.0486,989479.1111,1.15E+08,1.15E+08
5,141658.6906,1012580.603,1.15E+08,1.15E+08
6,170128.7711,1041474.081,1.14E+08,1.14E+08
7,208407.5708,1079468.114,1.13E+08,1.13E+08
8,186846.3775,1058854.853,1.14E+08,1.14E+08
9,246297.6569,1117568.252,1.12E+08,1.12E+08
10,314668.7953,1186163.031,1.11E+08,1.11E+08
11,160705.6258,1032871.432,1.14E+08,1.14E+08
12,153843.3886,1024697.848,1.15E+08,1.15E+08
13,273572.9281,1144666.944,1.12E+08,1.12E+08
14,217576.4086,1088655.72,1.14E+08,1.14E+08
15,163088.8672,1034336.085,1.15E+08,1.15E+08
16,142472.2117,1013148.086,1.16E+08,1.16E+08
17,172919.1192,1043280.182,1.15E+08,1.15E+08
18,138276.2586,1008870.68,1.16E+08,1.16E+08
19,1439167.634,2295332.904,7.41E+07,7.41E+07
20,419962.1744,1293999.182,1.07E+08,1.07E+08
21,347859.4078,1219426.394,1.10E+08,1.10E+08
22,188820.7722,1060482.388,1.15E+08,1.15E+08
23,161471.9356,1032911.336,1.15E+08,1.15E+08
24,384529.4114,1255632.029,1.04E+08,1.04E+08
25,181417.5425,1053494.463,1.15E+08,1.15E+08
26,162349.3186,1033116.095,1.15E+08,1.15E+08
27,172430.1047,1043018.668,1.15E+08,1.15E+08
28,189958.2075,1060494.705,1.15E+08,1.15E+08
29,230978.2492,1101530.188,1.14E+08,1.14E+08
30,217152.9942,1088105.996,1.14E+08,1.14E+08
31,174583.5203,1045400.262,1.16E+08,1.16E+08
32,148063.5892,1018620.839,1.16E+08,1.16E+08
33,174640.4936,1044615.136,1.16E+08,1.16E+08
34,214858.0803,1085352.229,1.14E+08,1.14E+08
35,170816.7778,1040911.794,1.16E+08,1.16E+08
36,163309.2483,1033300.299,1.16E+08,1.16E+08
37,208422.9767,1078186.429,1.15E+08,1.15E+08
38,165694.6633,1035276.619,1.17E+08,1.17E+08
39,159140.2253,1028660.855,1.17E+08,1.17E+08
40,235239.0589,1104727.626,1.14E+08,1.14E+08
41,444916.2722,1315443.613,1.03E+08,1.03E+08
42,174726.1658,1046323.796,1.16E+08,1.16E+08
43,175607.535,1045615.084,1.16E+08,1.16E+08
44,185968.8283,1055645.986,1.17E+08,1.17E+08
45,201419.4208,1071159.72,1.16E+08,1.16E+08
46,208571.4281,1078507.411,1.16E+08,1.16E+08
47,249172.7033,1119387.466,1.15E+08,1.15E+08
48,183315.0747,1053392.256,1.17E+08,1.17E+08
49,209191.7589,1079294.507,1.16E+08,1.16E+08
50,182000.6347,1052259.55,1.17E+08,1.17E+08
51,490194.4433,1360821.298,1.03E+08,1.03E+08
52,166255.3281,1038055.063,1.18E+08,1.18E+08
53,246359.2275,1116415.701,1.15E+08,1.15E+08
54,1651018.081,2512899.361,6.21E+07,6.21E+07
55,382883.7042,1256928.181,1.10E+08,1.10E+08
56,362572.3222,1233740.703,1.13E+08,1.13E+08
57,1616589.183,2469711.899,5.70E+07,5.70E+07
58,634969.9311,1510028.621,9.63E+07,9.63E+07
59,356596.8792,1229908.443,1.12E+08,1.12E+08
60,135515.3661,1007542.121,1.18E+08,1.18E+08
61,146488.5617,1017319.099,1.18E+08,1.18E+08
62,1413489.934,2272072.324,6.57E+07,6.57E+07
