Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,73365.03361,946490.8589,1.17E+08,1.17E+08
1,158264.6167,1029545.401,1.14E+08,1.14E+08
2,178444.0397,1050150.948,1.13E+08,1.13E+08
3,233755.4875,1105805.106,1.12E+08,1.12E+08
4,154037.805,1026090.683,1.14E+08,1.14E+08
5,202473.7592,1074120.651,1.13E+08,1.13E+08
6,196287.6469,1068284.828,1.13E+08,1.13E+08
7,138937.6053,1010931.38,1.14E+08,1.14E+08
8,162571.9947,1034102.852,1.14E+08,1.14E+08
9,163835.2444,1035368.411,1.14E+08,1.14E+08
10,160437.4097,1031460.599,1.15E+08,1.15E+08
11,183032.8322,1054267.499,1.14E+08,1.14E+08
12,162121.3583,1032709.134,1.15E+08,1.15E+08
13,188081.2547,1058704.473,1.14E+08,1.14E+08
14,167379.6058,1037981.27,1.15E+08,1.15E+08
15,252509.62,1123538.322,1.11E+08,1.11E+08
16,165394.5453,1036732.831,1.15E+08,1.15E+08
17,170031.1514,1041134.852,1.15E+08,1.15E+08
18,381703.8769,1252588.777,1.05E+08,1.05E+08
19,240977.5781,1113557.825,1.13E+08,1.13E+08
20,168903.5461,1039993.184,1.15E+08,1.15E+08
21,175037.4814,1045668.034,1.15E+08,1.15E+08
22,1715296.124,2568520.826,5.04E+07,5.04E+07
23,511111.4222,1386174.686,1.04E+08,1.04E+08
24,1838319.521,2693843.326,4.65E+07,4.65E+07
25,722160.7192,1597650.337,9.66E+07,9.66E+07
26,554435.1644,1427672.636,9.65E+07,9.65E+07
27,202838.0758,1076940.718,1.14E+08,1.14E+08
28,1691161.811,2544075.526,5.00E+07,5.00E+07
29,858497.8839,1735393.204,9.00E+07,9.00E+07
30,417599.9142,1292509.547,1.08E+08,1.08E+08
31,369685.8614,1243891.509,1.06E+08,1.06E+08
32,191905.7367,1066829.795,1.14E+08,1.14E+08
33,200313.3428,1073916.145,1.14E+08,1.14E+08
34,163051.3175,1036443.393,1.15E+08,1.15E+08
