Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
58,180265.4233,1050217.937,1.17E+08,1.17E+08
59,189085.2247,1059501.695,1.17E+08,1.17E+08
60,193268.7422,1063777.784,1.17E+08,1.17E+08
61,195845.5375,1066105.725,1.17E+08,1.17E+08
62,693763.4125,1564357.361,1.02E+08,1.02E+08
63,236911.0022,1109491.093,1.15E+08,1.15E+08
64,208880.7278,1079058.733,1.17E+08,1.17E+08
65,196765.1117,1067725.565,1.18E+08,1.18E+08
66,161780.1156,1032736.43,1.18E+08,1.18E+08
67,176933.1378,1047226.227,1.19E+08,1.19E+08
68,226594.3194,1097124.91,1.17E+08,1.17E+08
69,163584.1842,1033555.886,1.19E+08,1.19E+08
70,2065627.397,2914182.366,3.93E+07,3.93E+07
71,614970.6447,1489855.467,1.03E+08,1.03E+08
72,1845668.859,2697801.79,4.78E+07,4.78E+07
73,399704.4031,1274166.062,1.10E+08,1.10E+08
74,333870.2119,1205512.949,1.14E+08,1.14E+08
75,159829.9697,1031577.743,1.19E+08,1.19E+08
76,217983.2194,1089171.731,1.17E+08,1.17E+08
77,237364.2044,1108630.706,1.17E+08,1.17E+08
78,150695.6872,1022400.896,1.20E+08,1.20E+08
79,198573.5242,1069308.521,1.18E+08,1.18E+08
80,170057.635,1040587.906,1.19E+08,1.19E+08
81,143699.1236,1014006.572,1.20E+08,1.20E+08
82,1794414.337,2656969.35,5.54E+07,5.54E+07
83,537979.8306,1413372.679,1.06E+08,1.06E+08
84,275316.2067,1147131.543,1.16E+08,1.16E+08
85,273536.9042,1145058.612,1.16E+08,1.16E+08
86,255718.0044,1127379.993,1.17E+08,1.17E+08
87,161084.3572,1032700.854,1.20E+08,1.20E+08
88,194648.2192,1065668.662,1.19E+08,1.19E+08
89,176429.3967,1047767.891,1.20E+08,1.20E+08
90,1731029.727,2588761.297,5.48E+07,5.48E+07
91,96170.97528,967822.4403,1.22E+08,1.22E+08
92,82896.75278,954423.7283,1.23E+08,1.23E+08
93,81368.95944,952858.2503,1.23E+08,1.23E+08
94,80779.28611,952254.5614,1.23E+08,1.23E+08
95,80017.05917,951480.5408,1.23E+08,1.23E+08
96,79592.40472,951043.0392,1.23E+08,1.23E+08
97,79821.25083,951263.9414,1.23E+08,1.23E+08
98,79133.89889,950583.0517,1.23E+08,1.23E+08
99,90832.97278,962289.53,1.22E+08,1.22E+08
100,82355.75194,953859.8161,1.23E+08,1.23E+08
