Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,73305.61389,946431.1347,1.17E+08,1.17E+08
1,159893.955,1031188.836,1.14E+08,1.14E+08
2,1510242.351,2367033.926,6.77E+07,6.77E+07
3,357377.23,1232830.609,1.07E+08,1.07E+08
4,210721.9319,1083658.282,1.12E+08,1.12E+08
5,182347.6042,1055009.942,1.12E+08,1.12E+08
6,1471257.543,2328178.546,6.79E+07,6.79E+07
7,418342.8275,1295006.228,1.05E+08,1.05E+08
8,233351.8042,1107659.902,1.10E+08,1.10E+08
9,487855.8894,1358429.001,1.04E+08,1.04E+08
10,138139.7417,1012026.318,1.15E+08,1.15E+08
11,235465.0353,1108312.703,1.11E+08,1.11E+08
12,199796.7192,1072815.237,1.13E+08,1.13E+08
13,239057.1758,1112108.104,1.12E+08,1.12E+08
14,169620.8414,1042457.961,1.14E+08,1.14E+08
15,283518.8444,1155946.967,1.10E+08,1.10E+08
16,230656.0286,1103898.947,1.13E+08,1.13E+08
17,269493.1339,1142310.112,1.11E+08,1.11E+08
18,220192.5489,1093147.809,1.13E+08,1.13E+08
19,212964.3925,1085858.881,1.13E+08,1.13E+08
20,227082.8089,1099943.157,1.13E+08,1.13E+08
21,231356.2878,1103964.594,1.12E+08,1.12E+08
22,277850.3792,1150951.543,1.12E+08,1.12E+08
23,1721226.028,2573882.769,4.75E+07,4.75E+07
24,520469.2586,1397482.296,1.02E+08,1.02E+08
25,232491.6897,1106157.434,1.13E+08,1.13E+08
26,229721.0969,1102772.623,1.13E+08,1.13E+08
27,171369.1458,1044537.143,1.15E+08,1.15E+08
28,148861.7697,1021303.8,1.15E+08,1.15E+08
29,188062.3475,1060353.082,1.14E+08,1.14E+08
30,1261949.006,2121603.13,6.82E+07,6.82E+07
31,445698.7283,1321615.259,1.05E+08,1.05E+08
32,276921.9969,1150495.688,1.12E+08,1.12E+08
33,333056.7489,1206953.438,1.05E+08,1.05E+08
34,157941.9411,1032131.189,1.15E+08,1.15E+08
35,224573.7144,1097060.846,1.13E+08,1.13E+08
36,162008.6239,1034834.985,1.16E+08,1.16E+08
37,157908.4,1030178.914,1.16E+08,1.16E+08
38,251320.7856,1123251.259,1.13E+08,1.13E+08
39,161005.6281,1033028.891,1.16E+08,1.16E+08
40,254799.6064,1126496.185,1.13E+08,1.13E+08
41,184852.3097,1056865.468,1.16E+08,1.16E+08
42,196843.895,1068539.116,1.15E+08,1.15E+08
43,171102.8417,1042853.419,1.16E+08,1.16E+08
44,193474.0081,1064626.005,1.15E+08,1.15E+08
45,207722.1378,1079044.026,1.16E+08,1.16E+08
46,178507.9889,1050041.362,1.17E+08,1.17E+08
47,203151.2692,1074483.22,1.15E+08,1.15E+08
48,166514.8228,1037786.638,1.17E+08,1.17E+08
49,184513.2856,1055674.743,1.16E+08,1.16E+08
50,172582.2678,1043514.305,1.17E+08,1.17E+08
51,192635.5753,1064093.866,1.16E+08,1.16E+08
52,300654.96,1171793.939,1.12E+08,1.12E+08
53,339278.5933,1211214.657,1.09E+08,1.09E+08
54,300523.2828,1172988.266,1.12E+08,1.12E+08
55,221100.4358,1092711.653,1.16E+08,1.16E+08
56,1457487.429,2315735.292,6.29E+07,6.29E+07
57,366126.8083,1240788.483,1.10E+08,1.10E+08
58,244594.7344,1116881.092,1.16E+08,1.16E+08
59,219399.4419,1091179.505,1.16E+08,1.16E+08
60,179265.1014,1051057.181,1.17E+08,1.17E+08
61,168741.215,1039991.408,1.18E+08,1.18E+08
62,123336.6839,994154.2556,1.19E+08,1.19E+08
63,171741.5289,1042008.108,1.18E+08,1.18E+08
64,198011.3497,1068639.887,1.17E+08,1.17E+08
65,242400.6281,1112938.6,1.15E+08,1.15E+08
66,185280.8692,1056155.881,1.18E+08,1.18E+08
67,226355.9008,1096818.693,1.16E+08,1.16E+08
68,1294711.345,2156664.41,7.03E+07,7.03E+07
69,666437.0317,1540620.975,1.00E+08,1.00E+08
70,274016.37,1146445.551,1.15E+08,1.15E+08
71,219352.4367,1091089.604,1.16E+08,1.16E+08
72,309035.1014,1180716.76,1.11E+08,1.11E+08
73,187773.4697,1060316.146,1.17E+08,1.17E+08
74,164491.0381,1035890.903,1.18E+08,1.18E+08
75,259382.1833,1130485.166,1.16E+08,1.16E+08
76,174164.6939,1045471.924,1.19E+08,1.19E+08
77,151805.8417,1022961.597,1.19E+08,1.19E+08
78,171954.2267,1042642.226,1.19E+08,1.19E+08
79,178548.8481,1048936.455,1.19E+08,1.19E+08
80,169701.9342,1040131.62,1.19E+08,1.19E+08
81,214604.3633,1084952.745,1.18E+08,1.18E+08
82,195018.8928,1065495.611,1.19E+08,1.19E+08
83,186206.6603,1056681.954,1.18E+08,1.18E+08
84,183176.4,1053831.004,1.19E+08,1.19E+08
85,244274.2736,1114921.48,1.17E+08,1.17E+08
86,98511.1975,969760.6106,1.22E+08,1.22E+08
87,88014.0525,959083.0719,1.23E+08,1.23E+08
88,86386.015,957418.3661,1.23E+08,1.23E+08
89,85448.2625,956457.6003,1.23E+08,1.23E+08
90,85079.79028,956069.9478,1.23E+08,1.23E+08
91,84253.44778,955230.8667,1.23E+08,1.23E+08
92,84257.18111,955218.7122,1.23E+08,1.23E+08
93,84005.08139,954964.1611,1.23E+08,1.23E+08
94,83952.39389,954908.8753,1.23E+08,1.23E+08
95,84101.66972,955049.4822,1.23E+08,1.23E+08
96,83704.23667,954651.6936,1.23E+08,1.23E+08
97,83778.56889,954717.3578,1.23E+08,1.23E+08
98,83516.32,954457.9106,1.23E+08,1.23E+08
99,83424.66056,954366.6611,1.23E+08,1.23E+08
100,83321.25528,954262.9481,1.23E+08,1.23E+08
