Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,803431.9081,1662306.896,9.14E+07,9.14E+07
1,140389.0464,1013806.266,1.13E+08,1.13E+08
2,128464.7103,1000583.139,1.14E+08,1.14E+08
3,157571.8461,1029753.919,1.14E+08,1.14E+08
4,134866.9078,1006859.844,1.14E+08,1.14E+08
5,160631.3936,1032288.286,1.14E+08,1.14E+08
6,1189531.785,2048619.408,7.86E+07,7.86E+07
7,499772.0822,1374131.892,1.04E+08,1.04E+08
8,314168.1611,1187544.834,1.08E+08,1.08E+08
9,196938.7128,1070536.284,1.12E+08,1.12E+08
10,1220595.99,2083007.458,6.98E+07,6.98E+07
11,341830.1067,1217454.367,1.07E+08,1.07E+08
12,201825.8094,1075370.484,1.12E+08,1.12E+08
13,182698.5275,1055919.376,1.13E+08,1.13E+08
14,235130.1714,1107847.671,1.12E+08,1.12E+08
15,217902.3689,1091071.869,1.13E+08,1.13E+08
16,206425.5094,1079053.281,1.12E+08,1.12E+08
17,148237.2503,1021277.816,1.15E+08,1.15E+08
18,138051.1364,1010000.563,1.15E+08,1.15E+08
19,245167.3272,1116762.952,1.12E+08,1.12E+08
20,202725.2867,1074614.404,1.14E+08,1.14E+08
21,180357.2639,1052536.886,1.14E+08,1.14E+08
22,229236.2644,1101208.734,1.13E+08,1.13E+08
23,168680.4042,1041174.663,1.15E+08,1.15E+08
24,150276.0989,1021640.117,1.16E+08,1.16E+08
25,152688.1567,1023865.307,1.16E+08,1.16E+08
26,155461.8906,1026070.132,1.16E+08,1.16E+08
27,172801.0942,1043581.395,1.15E+08,1.15E+08
28,172071.5844,1042561.466,1.16E+08,1.16E+08
29,1410412.485,2263945.347,5.99E+07,5.99E+07
30,472690.5383,1346050.867,1.06E+08,1.06E+08
31,2095500.331,2949255.795,3.75E+07,3.75E+07
32,410044.4147,1286531.626,1.06E+08,1.06E+08
33,327322.7783,1200569.78,1.11E+08,1.11E+08
34,186131.2542,1058909.984,1.14E+08,1.14E+08
35,202662.8289,1074750.106,1.14E+08,1.14E+08
36,187485.0739,1059201.949,1.15E+08,1.15E+08
37,163849.3733,1035915.53,1.16E+08,1.16E+08
38,204196.3253,1075555.326,1.15E+08,1.15E+08
39,223197.7458,1094803.118,1.13E+08,1.13E+08
40,205504.2697,1077624.702,1.15E+08,1.15E+08
41,417354.7878,1289178.838,1.05E+08,1.05E+08
42,236347.7967,1109336.449,1.14E+08,1.14E+08
43,245479.7483,1117702.251,1.14E+08,1.14E+08
44,218177.8628,1090467.275,1.15E+08,1.15E+08
45,235390.3414,1107412.25,1.14E+08,1.14E+08
46,265547.8383,1137808.651,1.14E+08,1.14E+08
47,395854.4767,1268165.755,1.10E+08,1.10E+08
48,155065.5731,1027186.99,1.17E+08,1.17E+08
49,170363.7397,1041571.367,1.16E+08,1.16E+08
50,160712.3031,1031889.608,1.17E+08,1.17E+08
51,130789.5983,1001648.605,1.18E+08,1.18E+08
52,170803.5297,1041375.462,1.17E+08,1.17E+08
53,235126.9397,1105840.358,1.15E+08,1.15E+08
54,189286.4694,1060284.062,1.17E+08,1.17E+08
55,169347.6467,1040238.771,1.17E+08,1.17E+08
56,171504.1922,1042104.525,1.17E+08,1.17E+08
57,192491.8311,1062840.191,1.17E+08,1.17E+08
58,272257.6469,1142832.549,1.15E+08,1.15E+08
59,377214.2072,1248210.508,1.07E+08,1.07E+08
