Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,73395.89139,946521.4158,1.17E+08,1.17E+08
1,163669.3506,1034955.189,1.14E+08,1.14E+08
2,170448.6839,1042124.028,1.13E+08,1.13E+08
3,168456.6906,1040285.499,1.14E+08,1.14E+08
4,116199.0156,987635.2528,1.15E+08,1.15E+08
5,192256.8264,1063274.329,1.13E+08,1.13E+08
6,174639.9319,1046363.226,1.14E+08,1.14E+08
7,160779.2911,1032305.066,1.14E+08,1.14E+08
8,189359.5594,1060391.008,1.14E+08,1.14E+08
9,169545.2319,1041016.828,1.14E+08,1.14E+08
10,179905.5958,1051083.698,1.14E+08,1.14E+08
11,438127.9697,1309442.101,1.05E+08,1.05E+08
12,171252.2519,1044166.537,1.14E+08,1.14E+08
13,171124.3533,1042229.426,1.14E+08,1.14E+08
14,221936.9619,1092567.661,1.13E+08,1.13E+08
15,242369.6869,1113344.965,1.13E+08,1.13E+08
16,230507.4878,1101925.376,1.13E+08,1.13E+08
17,227110.7875,1098871.261,1.13E+08,1.13E+08
18,274848.0428,1146312.803,1.11E+08,1.11E+08
19,219191.5144,1091228.654,1.14E+08,1.14E+08
20,156155.7314,1028039.866,1.15E+08,1.15E+08
21,149536.085,1020744.075,1.16E+08,1.16E+08
22,186373.3408,1057049.501,1.15E+08,1.15E+08
23,145203.5453,1016305.168,1.16E+08,1.16E+08
24,196459.2336,1066855.214,1.15E+08,1.15E+08
25,176602.6653,1047689.608,1.15E+08,1.15E+08
26,208668.5983,1079068.583,1.14E+08,1.14E+08
27,197578.5867,1068342.151,1.15E+08,1.15E+08
28,245029.2133,1115634.37,1.13E+08,1.13E+08
29,174155.2825,1044293.026,1.16E+08,1.16E+08
30,165718.3708,1036125.724,1.16E+08,1.16E+08
31,214149.2861,1084306.243,1.15E+08,1.15E+08
32,186234.9586,1056729.337,1.16E+08,1.16E+08
33,174270.9281,1044403.08,1.16E+08,1.16E+08
34,183436.3681,1053710.17,1.16E+08,1.16E+08
35,156768.5797,1027046.022,1.16E+08,1.16E+08
36,154420.345,1024297.246,1.17E+08,1.17E+08
37,197871.1219,1067708.42,1.16E+08,1.16E+08
38,1379236.67,2233977.205,6.51E+07,6.51E+07
39,395994.4594,1269610.784,1.09E+08,1.09E+08
40,1541980.108,2403103.336,5.89E+07,5.89E+07
41,200535.9494,1073976.782,1.14E+08,1.14E+08
42,241630.6242,1112192.716,1.14E+08,1.14E+08
43,173608.8022,1043878.486,1.16E+08,1.16E+08
44,176844.5392,1047049.976,1.17E+08,1.17E+08
45,412733.8644,1283221.602,1.09E+08,1.09E+08
46,239795.9711,1111009.783,1.15E+08,1.15E+08
47,143499.1356,1014271.006,1.17E+08,1.17E+08
48,221429.2478,1091615.728,1.15E+08,1.15E+08
49,192094.6561,1062547.156,1.16E+08,1.16E+08
50,170873.2044,1041262.704,1.17E+08,1.17E+08
51,211736.3319,1082086.03,1.16E+08,1.16E+08
52,185538.2278,1055972.596,1.17E+08,1.17E+08
53,204914.8983,1075135.386,1.16E+08,1.16E+08
54,185660.0253,1056079.832,1.17E+08,1.17E+08
55,155063.5753,1025087.242,1.18E+08,1.18E+08
56,179874.0506,1049805.248,1.17E+08,1.17E+08
57,265815.0647,1135917.443,1.15E+08,1.15E+08
58,223381.5808,1093315.272,1.16E+08,1.16E+08
59,210891.5919,1080891.374,1.17E+08,1.17E+08
60,178947.1206,1048868.245,1.18E+08,1.18E+08
61,259259.5511,1129220.451,1.15E+08,1.15E+08
62,258189.3794,1128112.721,1.15E+08,1.15E+08
63,218141.9108,1088221.668,1.17E+08,1.17E+08
64,219362.4331,1089310.669,1.16E+08,1.16E+08
65,232474.5475,1102633.956,1.17E+08,1.17E+08
66,181438.2689,1051808.748,1.18E+08,1.18E+08
67,151828.0133,1021598.948,1.19E+08,1.19E+08
68,200690.6614,1070082.41,1.18E+08,1.18E+08
69,152100.2933,1021740.454,1.20E+08,1.20E+08
70,149772.2897,1018730.958,1.20E+08,1.20E+08
71,172377.7644,1041330.721,1.19E+08,1.19E+08
72,217482.7253,1086552.223,1.17E+08,1.17E+08
73,208146.5122,1077812.67,1.18E+08,1.18E+08
74,171768.9922,1041166.314,1.19E+08,1.19E+08
75,184026.0633,1053037.401,1.19E+08,1.19E+08
76,208187.7939,1077333.978,1.19E+08,1.19E+08
77,178038.8978,1047716.675,1.19E+08,1.19E+08
78,196106.8925,1064842.076,1.19E+08,1.19E+08
79,186388.4464,1055303.508,1.20E+08,1.20E+08
80,202240.8758,1071559.476,1.19E+08,1.19E+08
81,260000.1228,1129301.36,1.18E+08,1.18E+08
82,1281772.897,2140835.789,7.42E+07,7.42E+07
83,230376.7192,1102490.246,1.17E+08,1.17E+08
84,1283404.562,2141347.093,7.29E+07,7.29E+07
85,398104.6269,1270468.016,1.12E+08,1.12E+08
86,271343.2144,1141634.554,1.17E+08,1.17E+08
87,255337.9453,1125780.701,1.18E+08,1.18E+08
88,234871.8642,1105186.507,1.18E+08,1.18E+08
89,191429.4203,1061760.219,1.20E+08,1.20E+08
90,185819.8578,1056115.336,1.20E+08,1.20E+08
91,102737.2583,972978.0386,1.23E+08,1.23E+08
92,96049.46028,966198.0017,1.23E+08,1.23E+08
93,94041.48722,964148.7219,1.24E+08,1.24E+08
94,93756.3075,963851.4764,1.24E+08,1.24E+08
95,93659.85056,963738.1681,1.24E+08,1.24E+08
96,93043.32389,963109.0211,1.24E+08,1.24E+08
97,92602.10694,962664.8686,1.24E+08,1.24E+08
98,92560.39222,962617.7111,1.24E+08,1.24E+08
99,92233.84778,962289.86,1.24E+08,1.24E+08
100,91714.99917,961759.3347,1.24E+08,1.24E+08
