Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,73242.64583,946371.1097,1.17E+08,1.17E+08
1,161384.0217,1032659.982,1.14E+08,1.14E+08
2,1273576.334,2142982.053,7.92E+07,7.92E+07
3,209532.0625,1084560.724,1.11E+08,1.11E+08
4,228669.9994,1101005.897,1.12E+08,1.12E+08
5,242950.4306,1115809.587,1.11E+08,1.11E+08
6,215101.2108,1087423.988,1.12E+08,1.12E+08
7,233864.8653,1106620.883,1.11E+08,1.11E+08
8,181765.4583,1054250.489,1.13E+08,1.13E+08
9,113787.4856,985725.56,1.15E+08,1.15E+08
10,134160.3603,1005142.069,1.15E+08,1.15E+08
11,147362.9881,1018616.363,1.15E+08,1.15E+08
12,1367047.385,2222031.304,6.23E+07,6.23E+07
13,382862.3519,1258225.223,1.07E+08,1.07E+08
14,301517.7119,1174439.549,1.10E+08,1.10E+08
15,183136.9264,1056436.077,1.13E+08,1.13E+08
16,230488.9128,1103099.231,1.12E+08,1.12E+08
17,186290.7817,1058922.419,1.14E+08,1.14E+08
18,1133379.461,1992157.106,7.05E+07,7.05E+07
19,576335.1769,1451406.916,1.00E+08,1.00E+08
20,466122.4608,1340243.721,1.06E+08,1.06E+08
21,216682.6969,1090974.714,1.13E+08,1.13E+08
22,156094.3264,1029783.638,1.15E+08,1.15E+08
23,167028.5981,1039913.503,1.14E+08,1.14E+08
24,145093.9322,1017932.559,1.15E+08,1.15E+08
25,139094.4872,1011272.763,1.16E+08,1.16E+08
26,175578.8053,1047638.623,1.15E+08,1.15E+08
27,171727.2956,1043507.573,1.15E+08,1.15E+08
28,226566.3592,1098812.348,1.13E+08,1.13E+08
29,151108.9569,1022914.599,1.16E+08,1.16E+08
30,212682.6658,1084240.278,1.14E+08,1.14E+08
31,172198.9286,1044180.002,1.15E+08,1.15E+08
32,172310.2931,1043953.517,1.16E+08,1.16E+08
33,1195484.493,2054165.28,7.13E+07,7.13E+07
34,596044.0131,1470821,9.99E+07,9.99E+07
35,467510.7864,1341376.263,1.07E+08,1.07E+08
36,211891.6556,1085163.342,1.14E+08,1.14E+08
37,202921.3003,1075542.498,1.13E+08,1.13E+08
38,160616.6172,1032647.36,1.16E+08,1.16E+08
39,205740.7583,1077359.826,1.15E+08,1.15E+08
40,203536.4339,1075302.605,1.15E+08,1.15E+08
41,183166.2669,1055179.899,1.15E+08,1.15E+08
42,163795.8447,1035139.553,1.17E+08,1.17E+08
43,175680.6028,1047065.589,1.16E+08,1.16E+08
44,202377.0625,1073449.078,1.15E+08,1.15E+08
45,166141.5611,1037369.587,1.16E+08,1.16E+08
46,181505.1436,1052279.768,1.17E+08,1.17E+08
47,135907.3072,1007109.864,1.18E+08,1.18E+08
48,195304.8103,1065769.722,1.16E+08,1.16E+08
49,170234.9656,1041066.975,1.17E+08,1.17E+08
50,178631.7033,1049373.309,1.17E+08,1.17E+08
51,154129.9625,1024931.993,1.18E+08,1.18E+08
