Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,73215.00889,946347.5342,1.17E+08,1.17E+08
1,157453.6628,1028749.116,1.14E+08,1.14E+08
2,1372308.591,2232907.043,7.16E+07,7.16E+07
3,282234.9514,1157081.115,1.09E+08,1.09E+08
4,267641.0072,1140758.754,1.10E+08,1.10E+08
5,320518.4775,1193556.296,1.09E+08,1.09E+08
6,202274.4869,1075407.679,1.12E+08,1.12E+08
7,156434.26,1029261.288,1.13E+08,1.13E+08
8,183064.0853,1055679.657,1.13E+08,1.13E+08
9,261883.5419,1134802.01,1.11E+08,1.11E+08
10,1597781.187,2455285.327,6.48E+07,6.48E+07
11,402149.0639,1278821.524,1.06E+08,1.06E+08
12,297953.4464,1171893.919,1.10E+08,1.10E+08
13,151566.9483,1025075.446,1.14E+08,1.14E+08
14,185825.7828,1058669.968,1.13E+08,1.13E+08
15,184654.7231,1057458.897,1.14E+08,1.14E+08
16,258681.2617,1131423.282,1.11E+08,1.11E+08
17,255556.4508,1128591.859,1.12E+08,1.12E+08
18,153166.3325,1026145.744,1.14E+08,1.14E+08
19,163416.9306,1035815.606,1.14E+08,1.14E+08
20,133941.7731,1006038.132,1.15E+08,1.15E+08
21,144176.7097,1015335.543,1.15E+08,1.15E+08
22,221168.1436,1092393.971,1.13E+08,1.13E+08
23,167108.5167,1038963.483,1.15E+08,1.15E+08
24,187297.0689,1058535.803,1.15E+08,1.15E+08
25,211173.5608,1082921.007,1.14E+08,1.14E+08
26,173085.7553,1044634.163,1.15E+08,1.15E+08
27,250975.2194,1122543.227,1.13E+08,1.13E+08
28,218414.7483,1090113.444,1.14E+08,1.14E+08
29,335112.6836,1207232.513,1.10E+08,1.10E+08
30,217481.5028,1089336.584,1.14E+08,1.14E+08
31,144980.8069,1016853.623,1.17E+08,1.17E+08
32,139756.9111,1010774.958,1.17E+08,1.17E+08
33,277036.8033,1147907.509,1.13E+08,1.13E+08
34,207519.2244,1078910.259,1.15E+08,1.15E+08
35,220902.0386,1092161.106,1.15E+08,1.15E+08
36,198575.9703,1069474.506,1.15E+08,1.15E+08
37,216805.0761,1087748.763,1.15E+08,1.15E+08
38,1726388.63,2579979.802,4.97E+07,4.97E+07
39,820849.1106,1695137.124,9.08E+07,9.08E+07
40,344010.7706,1217866.114,1.10E+08,1.10E+08
41,268864.0989,1140398.106,1.13E+08,1.13E+08
42,270013.7633,1142280.426,1.14E+08,1.14E+08
43,490600.1522,1362870.996,1.02E+08,1.02E+08
44,213587.6856,1087382.003,1.15E+08,1.15E+08
45,206425.1928,1078441.257,1.15E+08,1.15E+08
46,191391.9358,1063015.159,1.16E+08,1.16E+08
47,226693.2181,1098271.796,1.15E+08,1.15E+08
48,152720.5481,1024587.943,1.17E+08,1.17E+08
49,164201.9106,1035226.997,1.17E+08,1.17E+08
50,187096.1103,1058086.641,1.16E+08,1.16E+08
51,186796.625,1057949.641,1.17E+08,1.17E+08
52,210359.9914,1081592.567,1.16E+08,1.16E+08
53,201459.8403,1072297.464,1.16E+08,1.16E+08
54,189750.2333,1061045.849,1.17E+08,1.17E+08
55,182717.5767,1053669.824,1.17E+08,1.17E+08
56,364634.7869,1236017.086,1.11E+08,1.11E+08
57,387077.3183,1258819.848,1.12E+08,1.12E+08
58,265338.3306,1136982.06,1.14E+08,1.14E+08
59,243063.6511,1113960.645,1.16E+08,1.16E+08
60,246451.7967,1117371.64,1.15E+08,1.15E+08
61,234755.6686,1106294.229,1.16E+08,1.16E+08
62,342991.6106,1214374.184,1.13E+08,1.13E+08
63,227077.5964,1098978.925,1.16E+08,1.16E+08
64,174400.9231,1046078.335,1.18E+08,1.18E+08
65,172718.2122,1043609.328,1.18E+08,1.18E+08
66,140231.7444,1011420.73,1.19E+08,1.19E+08
67,148042.9108,1018475.358,1.19E+08,1.19E+08
68,149893.9714,1020509.013,1.19E+08,1.19E+08
69,154357.0333,1024547.576,1.19E+08,1.19E+08
70,245935.9008,1116258.588,1.16E+08,1.16E+08
71,215803.7378,1086326.669,1.18E+08,1.18E+08
72,374123.9578,1244419.418,1.12E+08,1.12E+08
73,197489.0269,1068708.704,1.18E+08,1.18E+08
74,176251.4375,1046890.172,1.19E+08,1.19E+08
75,172633.2525,1042897.78,1.19E+08,1.19E+08
76,143543.7511,1013731.849,1.20E+08,1.20E+08
77,159276.6856,1029147.494,1.20E+08,1.20E+08
78,170167.2708,1040172.152,1.19E+08,1.19E+08
79,414872.6633,1285088.226,1.07E+08,1.07E+08
80,136446.1928,1007461.356,1.20E+08,1.20E+08
81,131700.3511,1001103.251,1.21E+08,1.21E+08
82,128608.0367,997768.0389,1.21E+08,1.21E+08
