Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,319072.5011,1212264.953,9.71E+07,9.71E+07
1,250316.1039,1142468.259,9.93E+07,9.93E+07
2,145674.8222,1036820.621,1.02E+08,1.02E+08
3,219973.8297,1109555.483,1.01E+08,1.01E+08
4,182805.6747,1072223.147,1.02E+08,1.02E+08
5,193836.4303,1082455.066,1.02E+08,1.02E+08
6,197430.7633,1085500.093,1.01E+08,1.01E+08
7,183823.0961,1071143.98,1.02E+08,1.02E+08
8,229198.0803,1115748.153,1.00E+08,1.00E+08
9,227300.0225,1113974.008,1.01E+08,1.01E+08
10,219430.3442,1105918.536,1.01E+08,1.01E+08
11,237094.4936,1123089.23,1.01E+08,1.01E+08
12,198791.5278,1084741.934,1.02E+08,1.02E+08
13,181947.8925,1067433.843,1.03E+08,1.03E+08
14,167896.8703,1052598.548,1.03E+08,1.03E+08
15,169884.0503,1054080.163,1.04E+08,1.04E+08
16,157983.1514,1041439.249,1.04E+08,1.04E+08
17,265008.0519,1148406.796,1.01E+08,1.01E+08
18,215523.2594,1098544.394,1.02E+08,1.02E+08
19,236671.9589,1119731.42,1.02E+08,1.02E+08
20,154835.105,1037846.998,1.04E+08,1.04E+08
21,169720.4944,1051294.18,1.04E+08,1.04E+08
22,159031.6514,1040547.691,1.05E+08,1.05E+08
23,138261.8606,1018913.697,1.05E+08,1.05E+08
24,159821.5308,1039748.277,1.05E+08,1.05E+08
25,172111.5778,1051979.346,1.05E+08,1.05E+08
26,168782.2806,1048459.151,1.05E+08,1.05E+08
27,185044.8633,1064664.852,1.05E+08,1.05E+08
28,223742.8111,1103440.218,1.03E+08,1.03E+08
29,240040.5064,1119915.892,1.04E+08,1.04E+08
30,270429.5533,1150109.576,1.02E+08,1.02E+08
31,243366.7531,1123271.277,1.03E+08,1.03E+08
32,259975.2972,1140053.504,1.02E+08,1.02E+08
33,264028.0906,1144048.372,1.03E+08,1.03E+08
34,166336.4572,1046644.824,1.05E+08,1.05E+08
35,164140.6922,1043437.239,1.06E+08,1.06E+08
36,2057633.05,2912764.214,2.73E+07,2.73E+07
37,590395.5131,1474836.783,9.00E+07,9.00E+07
38,2191973.323,3051724.534,2.37E+07,2.37E+07
39,572034.8575,1457738.93,8.99E+07,8.99E+07
40,360039.6636,1241575.256,9.99E+07,9.99E+07
41,181060.2481,1062238.562,1.05E+08,1.05E+08
42,129888.3003,1009831.107,1.07E+08,1.07E+08
43,128741.9528,1007338.629,1.07E+08,1.07E+08
44,125895.6839,1003699.478,1.07E+08,1.07E+08
45,125059.2631,1002498.883,1.08E+08,1.08E+08
46,198769.2192,1075719.755,1.06E+08,1.06E+08
47,167505.0839,1045010.638,1.06E+08,1.06E+08
48,233090.6794,1109644.776,1.04E+08,1.04E+08
49,263512.1347,1140984.08,1.03E+08,1.03E+08
50,281806.8442,1159269.234,1.04E+08,1.04E+08
51,2203056.381,3063750.762,2.62E+07,2.62E+07
52,577741.7161,1460725.346,9.30E+07,9.30E+07
53,302153.8647,1180979.865,1.02E+08,1.02E+08
54,185456.7953,1063576.318,1.06E+08,1.06E+08
55,178073.9247,1055648.35,1.06E+08,1.06E+08
56,162534.0536,1039510.643,1.07E+08,1.07E+08
57,232124.9736,1108570.443,1.05E+08,1.05E+08
58,205258.8047,1081779.989,1.06E+08,1.06E+08
59,192122.2081,1068431.536,1.06E+08,1.06E+08
60,171155.3661,1047087.774,1.08E+08,1.08E+08
61,169464.7508,1045503.198,1.08E+08,1.08E+08
62,168186.9997,1043648.314,1.08E+08,1.08E+08
63,259192.4522,1134732.294,1.05E+08,1.05E+08
64,313029.3242,1189087.957,1.04E+08,1.04E+08
65,228061.1403,1104918.96,1.07E+08,1.07E+08
66,1885874.212,2739052.626,3.58E+07,3.58E+07
67,523984.2569,1404982.994,9.52E+07,9.52E+07
68,467688.4156,1345351.465,9.94E+07,9.94E+07
69,212791.3611,1090498.887,1.07E+08,1.07E+08
70,127155.3594,1004025.09,1.09E+08,1.09E+08
71,186646.2472,1062247.271,1.08E+08,1.08E+08
72,211587.6939,1087367.864,1.07E+08,1.07E+08
73,224581.4772,1099710.03,1.07E+08,1.07E+08
74,225068.7761,1100274.203,1.06E+08,1.06E+08
75,216905.8781,1092271.314,1.08E+08,1.08E+08
76,139181.8767,1014422.642,1.10E+08,1.10E+08
77,137776.4939,1012298.146,1.10E+08,1.10E+08
78,159819.7347,1033622.789,1.10E+08,1.10E+08
79,140926.7844,1015018.051,1.10E+08,1.10E+08
80,274173.3608,1147843.476,1.06E+08,1.06E+08
81,263563.4781,1137618.566,1.07E+08,1.07E+08
82,163689.5233,1038027.173,1.10E+08,1.10E+08
83,188663.3178,1062014.999,1.09E+08,1.09E+08
84,160789.1489,1034424.433,1.10E+08,1.10E+08
85,171477.8247,1044399.314,1.10E+08,1.10E+08
86,224242.4889,1097274.902,1.08E+08,1.08E+08
87,169478.5039,1042932.983,1.10E+08,1.10E+08
88,152729.6194,1025689.172,1.10E+08,1.10E+08
89,157674.5208,1030429.974,1.11E+08,1.11E+08
90,156675.9956,1029179.424,1.11E+08,1.11E+08
91,122126.5992,995424.6544,1.13E+08,1.13E+08
92,78002.69,951393.6422,1.14E+08,1.14E+08
93,74578.24972,947797.9789,1.14E+08,1.14E+08
94,74288.76667,947451.7958,1.14E+08,1.14E+08
95,73144.4575,946288.8431,1.14E+08,1.14E+08
96,73495.45889,946622.4192,1.14E+08,1.14E+08
97,72904.99556,946021.2544,1.14E+08,1.14E+08
98,73009.12056,946112.1064,1.14E+08,1.14E+08
99,72555.12694,945649.9678,1.14E+08,1.14E+08
100,72790.26472,945886.6592,1.14E+08,1.14E+08
