ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	58.28801082994336	44.35297208879085	51.4278895974112	58.28870055568053
1	56.674135408602154	44.163084929323276	51.36167335544807	57.99542232949402
2	39.48852125104852	32.73127247468577	48.335519849224305	56.60991169811171
3	55.089281791598516	35.495793180159794	49.032038736263324	56.97007222392105
4	55.60180588543829	37.72816265593405	49.61301038922974	57.09017589937912
5	55.43830042993194	38.925506477274425	50.057261104245924	57.42212651705547
6	55.72032051583788	40.5910584038198	50.4643279751413	57.29772001998285
7	55.55927438295613	41.91043791684667	50.798702529742854	57.25666006999564
8	56.4256273685283	43.16549594586244	51.253249121691404	57.58115541983911
9	57.26327122109148	44.351033639087596	51.765045844884874	58.05353243718063
10	57.29190098934722	45.198749384770984	52.15455521733943	58.303608619877735
11	57.209152382345174	46.0060286835154	52.467749925571034	58.27679213856877
12	31.073720553660554	25.644527620993806	47.70707451710966	57.03226432333034
13	53.099468396028605	29.032659393801644	48.2221239915916	57.07713898413711
14	54.77862075189582	31.94828782100252	48.8899130753132	57.39471049029064
15	56.554011793929384	35.12527882316369	49.73904239803607	57.76249899433395
16	55.777307713380864	37.50230147935425	50.25116882435875	57.63549850583303
17	56.767006742017294	39.698219845792934	50.88478600539716	57.98754320446152
18	35.15309668479962	27.340720721888033	47.20491228031981	56.92323072737053
19	49.845668673212785	28.07055154662758	47.04711114888842	56.62273703263698
20	52.83668580016534	29.666307427899127	47.457867933825604	56.95749880732663
21	56.2913694535417	32.72244164721693	48.41051949319781	57.48433309468211
22	57.24920358439273	35.34859176026043	49.34270401228718	58.186038028046
23	57.0748758599691	37.51344120290014	50.031402146409135	58.284591649473285
24	57.330230574893356	39.32417758435175	50.67081031318763	58.52882752808134
25	57.67772306626164	41.03558145913916	51.267238466376845	58.651824548760494
26	57.13461911815537	42.443880159960266	51.67604856289648	58.52554249824821
27	57.2659817722798	43.57088183580381	52.079383408025706	58.596031254185874
28	56.30476161774001	44.33835533876686	52.247065705650556	58.39372675148646
29	57.73565363501474	45.41748141969836	52.68794157289739	58.73849287900958
30	56.92550602036779	46.00326035012164	52.871721934591534	58.61528417598119
31	57.53343068300689	46.71265158048016	53.17466778997687	58.84344128327436
32	57.62998820434975	47.43966703394377	53.43368849211269	58.86284083145766
33	35.569120788614015	30.040849081889522	49.396688650144725	58.038389357422254
34	49.801552809715886	30.278205781358285	48.93500908176979	57.52505667332704
35	53.14459066177514	31.381138029022395	49.18038819053351	57.86224248160849
36	56.840608184144365	34.609589248280045	50.03013515307364	58.38323162222079
37	56.51524076757992	37.02340727263879	50.60649029772335	58.40760984261118
38	57.827833284544795	39.35680080894953	51.340743222629555	58.8912893786159
39	57.146131832894476	41.19232971792724	51.77905244619598	58.697217306681374
40	57.443336930885685	42.81968225561215	52.237949223619296	58.80263087981145
41	57.400267134305494	43.85303970679452	52.60623361472073	59.06168338746129
42	58.098386349658504	45.15109246818961	53.02945367028428	59.13743929432326
43	57.72009013948687	46.012558560810234	53.31570912420968	59.20112533051807
44	57.3944607199499	46.78360036246126	53.502032117540175	59.05100642564068
45	58.027528384166324	47.59946185945831	53.80808202403185	59.26181679340084
46	58.0860222204749	48.3086006848946	54.05217577752081	59.24475491539218
47	58.68660038255311	48.962869703908794	54.39153753737076	59.65064531438724
48	57.877369593048485	49.38752280883564	54.487213563421264	59.39515268618167
49	58.08359022413858	49.629449299869584	54.651627773183904	59.56297319662471
50	58.319863486841854	50.08139971153666	54.81833326532404	59.53508649333872
51	58.74648875320447	50.54567651507465	55.0557144366183	59.75271420922603
52	58.40563490440117	50.71334618565252	55.17340653116352	59.78299167346791
53	57.61407586546767	50.68916006651381	55.133074008377996	59.57281671894405
54	57.29229997208368	50.49796756958666	55.069370383548616	59.469535988126836
55	57.087078038382785	50.312517277483394	54.998146663081926	59.46363299538456
56	57.56242488168782	50.440537394612235	55.02277856146824	59.446874109419156
57	58.65207193392631	50.88358360042123	55.254850670254925	59.873494220270935
58	58.66743317023148	51.216769753430924	55.39453402260347	59.85235659761947
59	58.835816842088384	51.48380211124523	55.55539506427455	59.98785547910106
60	57.69007687233805	51.28877350687036	55.463952439961965	59.784291033251804
61	57.941717935291734	51.17099724989497	55.470920769602934	59.85001132159521
62	58.16526341213654	51.35089427509283	55.51830156460001	59.83094373648678
63	34.58958146343261	29.977348330748917	51.0017434992197	59.18017944490862
64	53.539773006948195	32.609481359319204	51.11106413154571	58.918447444223894
65	57.15445733352255	35.42893682657263	51.82467448128288	59.661123468211365
66	58.891236009193335	38.689235464528764	52.636897162000814	59.865824589440535
67	59.13200756910824	41.31788614898385	53.33613004059384	60.16433988094934
68	58.63256216932366	43.225409800078374	53.78867985960289	60.095736667232934
69	59.27985937808865	45.022846226121935	54.30753798161836	60.34527037445123
70	58.39906175574739	46.25370871090241	54.546122051479195	60.180639453425
71	59.44630439868709	47.58276621148108	54.96910276933351	60.40972540922989
72	59.84182539921769	48.72122037803723	55.37458244401121	60.663903687943396
73	58.30760800238798	48.89054237723336	55.402094363139135	60.48698460853161
74	58.76595037114807	49.63329957544876	55.55020536620134	60.323991519167
75	58.46153836291775	50.02497971379743	55.63373686158585	60.34709551455223
76	59.576643868651615	50.69868385329104	55.9096881127596	60.650208434474244
77	58.8067347228615	51.01669593411479	55.96201055177684	60.47371632454998
78	57.75056283736795	50.629326998376875	55.83187436463658	60.2761909323692
79	57.977118954809896	50.594960097849864	55.8001293667014	60.25957348514625
80	58.53870139007286	50.8738770368226	55.87822433297881	60.32635737421862
81	59.72324587794237	51.45773167018139	56.15637666815312	60.7586146229522
82	59.885734220230205	51.84571856819021	56.36596753189512	60.97436622922476
83	59.82243992254415	52.169001586708454	56.51940816342768	61.00171109232319
84	60.1562034539581	52.54886091894362	56.72051215433853	61.154192123361675
85	59.64508623558163	52.67049049247185	56.785047640688376	61.07316539782525
86	58.37516768676371	52.148168716692275	56.61688551032579	60.84696934422183
87	57.492007712080806	51.26225643399176	56.339485990041965	60.66010125458559
88	59.78608429904572	51.799175232237886	56.57030515336244	61.03659864592881
89	57.864137334057894	51.37967046286818	56.342992161697374	60.64407075655025
90	58.287234094226044	51.31614937367331	56.29056945350502	60.57958455265599
91	61.31434745007935	52.17930209389986	56.68371959474317	61.414087269875296
92	61.46043164046589	52.173152436922344	56.69298846885874	61.49947574666549
93	61.49412481610884	52.16993178116164	56.69191828274807	61.516716946386175
94	61.51263179078309	52.16808016278618	56.691101251632034	61.52590093295419
95	61.521540761170854	52.16671684450126	56.69022921726872	61.530013411622825
96	61.5320789550735	52.16603376190103	56.69064232596596	61.53685387503391
97	61.54034105476005	52.16538902129841	56.69133976190984	61.54347024498605
98	61.538978921353994	52.16500516961632	56.690441497179435	61.54113875047318
99	61.54076101123553	52.16466855255337	56.690365949336204	61.542772631775286
100	61.54293579474848	52.16430481676816	56.690398581929344	61.54461309472154
