Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,73360.43278,946485.0856,1.17E+08,1.17E+08
1,161538.8261,1032829.147,1.14E+08,1.14E+08
2,1586897.081,2445170.699,6.64E+07,6.64E+07
3,244778.2322,1120905.706,1.09E+08,1.09E+08
4,189585.7925,1062145.517,1.13E+08,1.13E+08
5,203763.3006,1076199.144,1.12E+08,1.12E+08
6,152866.8878,1025649.289,1.14E+08,1.14E+08
7,187331.7136,1059333.333,1.13E+08,1.13E+08
8,177393.8417,1049767.846,1.13E+08,1.13E+08
9,164906.4472,1037163.032,1.13E+08,1.13E+08
10,1611447.471,2467711.705,5.32E+07,5.32E+07
11,474152.1639,1351026.503,1.01E+08,1.01E+08
12,1757824.48,2621094.055,4.97E+07,4.97E+07
13,567532.3675,1446348.213,9.76E+07,9.76E+07
14,395763.5603,1270777.811,1.07E+08,1.07E+08
15,235546.9892,1110538.509,1.12E+08,1.12E+08
16,149853.6464,1024287.989,1.14E+08,1.14E+08
17,169932.465,1043875.228,1.14E+08,1.14E+08
18,234348.5719,1107744.372,1.12E+08,1.12E+08
19,163586.6897,1037111.448,1.14E+08,1.14E+08
20,247771.3856,1120989.563,1.12E+08,1.12E+08
21,230184.965,1103740.591,1.12E+08,1.12E+08
22,1475115.313,2335486.459,6.03E+07,6.03E+07
23,600546.0058,1478458.887,9.93E+07,9.93E+07
24,305546.27,1180302.464,1.10E+08,1.10E+08
25,204817.2517,1078933.337,1.13E+08,1.13E+08
26,182153.9122,1055647.79,1.14E+08,1.14E+08
27,172523.6164,1045955.63,1.14E+08,1.14E+08
28,1356701.671,2221017.674,6.53E+07,6.53E+07
29,472071.8061,1350110.291,1.03E+08,1.03E+08
30,385955.4117,1260820.082,1.09E+08,1.09E+08
31,341998.9517,1217915.004,1.09E+08,1.09E+08
32,174179.6786,1049220.25,1.14E+08,1.14E+08
33,213666.0944,1087954.461,1.14E+08,1.14E+08
34,190552.9178,1065118.963,1.14E+08,1.14E+08
35,152787.1811,1026639.701,1.15E+08,1.15E+08
36,152482.3372,1025439.647,1.16E+08,1.16E+08
37,164298.1389,1036857.668,1.16E+08,1.16E+08
38,133461.8581,1006106.726,1.17E+08,1.17E+08
39,173419.105,1045355.084,1.16E+08,1.16E+08
40,131404.5583,1003700.6,1.17E+08,1.17E+08
41,223889.2803,1095517.452,1.14E+08,1.14E+08
42,155589.9942,1027333.86,1.16E+08,1.16E+08
43,208946.3522,1080742.697,1.15E+08,1.15E+08
44,157053.7589,1028735.014,1.17E+08,1.17E+08
45,208660.2375,1080080.024,1.16E+08,1.16E+08
46,1786387.626,2644470.986,5.14E+07,5.14E+07
47,624531.0956,1501926.441,9.98E+07,9.98E+07
48,530478.6333,1404212.248,1.06E+08,1.06E+08
49,174300.6775,1048529.24,1.16E+08,1.16E+08
50,209627.6333,1082599.546,1.15E+08,1.15E+08
51,195278.5444,1068397.668,1.15E+08,1.15E+08
52,181064.4967,1053417.306,1.16E+08,1.16E+08
53,172460.3783,1044845.822,1.16E+08,1.16E+08
54,171680.7325,1043685.768,1.17E+08,1.17E+08
55,182436.0608,1054511.342,1.16E+08,1.16E+08
56,436580.2092,1308646.541,1.04E+08,1.04E+08
