Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,73293.18611,946425.7017,1.17E+08,1.17E+08
1,155246.1364,1026534.231,1.14E+08,1.14E+08
2,157411.4006,1029046.122,1.13E+08,1.13E+08
3,152769.7197,1024549.079,1.14E+08,1.14E+08
4,117972.3375,989396.4461,1.15E+08,1.15E+08
5,207939.5072,1078727.568,1.13E+08,1.13E+08
6,197527.1717,1069055.611,1.13E+08,1.13E+08
7,255308.1531,1126958.527,1.11E+08,1.11E+08
8,607039.7711,1479023.84,1.02E+08,1.02E+08
9,301426.8967,1175201.244,1.09E+08,1.09E+08
10,218330.5578,1090197.082,1.13E+08,1.13E+08
11,190584.7617,1062856.863,1.13E+08,1.13E+08
12,149474.6767,1021459.554,1.15E+08,1.15E+08
13,192475.9542,1063941.603,1.14E+08,1.14E+08
14,245862.8864,1117465.546,1.12E+08,1.12E+08
15,206167.8861,1077957.884,1.13E+08,1.13E+08
16,240645.6644,1112224.744,1.12E+08,1.12E+08
17,220326.3911,1092322.214,1.13E+08,1.13E+08
18,246867.3444,1118818.265,1.12E+08,1.12E+08
19,308664.8514,1180220.716,1.11E+08,1.11E+08
20,177394.5275,1049708.312,1.14E+08,1.14E+08
21,196102.8922,1067191.648,1.14E+08,1.14E+08
22,157827.5864,1029126.916,1.15E+08,1.15E+08
23,200409.4453,1071096.008,1.14E+08,1.14E+08
24,150797.9617,1022010.798,1.16E+08,1.16E+08
25,155307.3717,1026265.306,1.16E+08,1.16E+08
26,208583.4125,1079353.97,1.14E+08,1.14E+08
27,159261.3714,1030490.58,1.15E+08,1.15E+08
28,215193.3747,1085880.512,1.14E+08,1.14E+08
29,375502.0286,1246699.357,1.09E+08,1.09E+08
30,214331.8417,1086578.166,1.14E+08,1.14E+08
31,165127.9283,1036248.749,1.15E+08,1.15E+08
32,606028.8744,1475988.312,9.63E+07,9.63E+07
33,236224.1686,1109246.26,1.14E+08,1.14E+08
34,179346.455,1051231.162,1.15E+08,1.15E+08
35,175042.7944,1046079.925,1.16E+08,1.16E+08
36,206972.1611,1077376.332,1.15E+08,1.15E+08
37,156375.4583,1027635.331,1.17E+08,1.17E+08
38,167761.63,1038306.799,1.15E+08,1.15E+08
39,168446.8342,1039436.504,1.17E+08,1.17E+08
40,164007.9181,1034741.919,1.16E+08,1.16E+08
41,305457.6489,1175777.78,1.11E+08,1.11E+08
42,215357.9858,1086770.353,1.15E+08,1.15E+08
43,261473.155,1132311.675,1.14E+08,1.14E+08
44,274177.3244,1145265.734,1.14E+08,1.14E+08
45,167730.1172,1039146.022,1.17E+08,1.17E+08
46,479641.7142,1350906.404,1.07E+08,1.07E+08
47,208117.7222,1080312.912,1.16E+08,1.16E+08
48,256978.8331,1128393.593,1.14E+08,1.14E+08
49,188054.5564,1059614.429,1.17E+08,1.17E+08
50,205582.8975,1076836.48,1.16E+08,1.16E+08
51,181711.7939,1052884.213,1.17E+08,1.17E+08
52,167899.9286,1039076.004,1.18E+08,1.18E+08
53,148591.7658,1019775.248,1.18E+08,1.18E+08
54,192319.6128,1062844.799,1.17E+08,1.17E+08
55,185030.5981,1055857.387,1.18E+08,1.18E+08
56,214644.0381,1085609.619,1.17E+08,1.17E+08
57,219451.2194,1090251.838,1.16E+08,1.16E+08
