Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,73247.57944,946373.3444,1.17E+08,1.17E+08
1,159503.9714,1030795.912,1.14E+08,1.14E+08
2,192869.3425,1064590.671,1.12E+08,1.12E+08
3,156153.4342,1028150.962,1.14E+08,1.14E+08
4,109157.9419,980541.1183,1.15E+08,1.15E+08
5,196898.5867,1067718.075,1.13E+08,1.13E+08
6,163423.1144,1035018.436,1.14E+08,1.14E+08
7,202224.6567,1073862.196,1.13E+08,1.13E+08
8,163298.8783,1035159.083,1.14E+08,1.14E+08
9,270164.5364,1141585.966,1.11E+08,1.11E+08
10,223080.6781,1094595.479,1.13E+08,1.13E+08
11,150739.8953,1022385.853,1.15E+08,1.15E+08
12,1831103.896,2688497.189,4.77E+07,4.77E+07
13,525291.2339,1401956.048,1.01E+08,1.01E+08
14,1923032.529,2782132.403,4.34E+07,4.34E+07
15,720491.8228,1596950.278,9.49E+07,9.49E+07
16,381299.8253,1255167.688,1.08E+08,1.08E+08
17,245112.0811,1118386.265,1.11E+08,1.11E+08
18,289878.3961,1163211.174,1.11E+08,1.11E+08
19,377282.2933,1251107.517,1.07E+08,1.07E+08
20,333846.5531,1207895.678,1.10E+08,1.10E+08
21,185115.0039,1059616.175,1.14E+08,1.14E+08
22,176352.0278,1049539.311,1.14E+08,1.14E+08
23,353433.6975,1226574.829,1.06E+08,1.06E+08
24,147395.5564,1021231.292,1.15E+08,1.15E+08
25,237871.8353,1110163.653,1.12E+08,1.12E+08
26,157429.5103,1029878.794,1.15E+08,1.15E+08
27,211678.7533,1083604.453,1.13E+08,1.13E+08
28,229611.7483,1102232.988,1.12E+08,1.12E+08
29,199624.2942,1072103.546,1.14E+08,1.14E+08
30,256175.5717,1128406.402,1.12E+08,1.12E+08
31,240411.8006,1112843.197,1.12E+08,1.12E+08
32,186779.5239,1059335.951,1.15E+08,1.15E+08
33,163785.1975,1036010.107,1.15E+08,1.15E+08
34,151889.3069,1023615.948,1.16E+08,1.16E+08
35,307835.9583,1179369.682,1.11E+08,1.11E+08
36,201722.2622,1073928.503,1.15E+08,1.15E+08
37,321801.6786,1193518.492,1.11E+08,1.11E+08
38,274070.9756,1146510.552,1.13E+08,1.13E+08
39,223635.4292,1095997.621,1.14E+08,1.14E+08
40,180884.8906,1052690.801,1.15E+08,1.15E+08
41,331614.7197,1203654.449,1.08E+08,1.08E+08
42,182950.2564,1055642.036,1.16E+08,1.16E+08
43,173305.1464,1045081.608,1.16E+08,1.16E+08
44,214566.4397,1086016.765,1.15E+08,1.15E+08
45,232193.9239,1104252.76,1.14E+08,1.14E+08
