Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
36,132816.7528,1004646.707,1.17E+08,1.17E+08
37,135503.5097,1007046.218,1.17E+08,1.17E+08
38,224936.8461,1096345.13,1.14E+08,1.14E+08
39,146639.7256,1018213.117,1.17E+08,1.17E+08
40,194098.4344,1065301.769,1.15E+08,1.15E+08
41,206992.2464,1078319.343,1.15E+08,1.15E+08
42,172183.4167,1043789.937,1.16E+08,1.16E+08
43,162505.8278,1033736.94,1.16E+08,1.16E+08
44,166945.9361,1037601.713,1.16E+08,1.16E+08
45,164308.35,1035239.912,1.16E+08,1.16E+08
46,192384.995,1063029.955,1.16E+08,1.16E+08
47,168809.0828,1039908.822,1.17E+08,1.17E+08
48,157142.8453,1028056.666,1.17E+08,1.17E+08
49,203728.845,1074205.473,1.16E+08,1.16E+08
50,2051734.119,2905278.237,4.25E+07,4.25E+07
51,668680.1875,1545300.842,1.00E+08,1.00E+08
52,333073.3867,1205583.43,1.12E+08,1.12E+08
53,272687.3814,1144945.699,1.13E+08,1.13E+08
54,370311.7889,1242404.165,1.11E+08,1.11E+08
55,183887.935,1057001.941,1.16E+08,1.16E+08
56,202865.1689,1074658.431,1.16E+08,1.16E+08
57,192039.1464,1064351.932,1.16E+08,1.16E+08
58,143327.0633,1014732.22,1.18E+08,1.18E+08
59,145086.0958,1016239.864,1.18E+08,1.18E+08
60,249091.1475,1120142.751,1.14E+08,1.14E+08
61,266024.5369,1137784.43,1.14E+08,1.14E+08
62,220753.4517,1092583.594,1.16E+08,1.16E+08
63,178199.4811,1049764.217,1.17E+08,1.17E+08
64,201122.2547,1072474.396,1.17E+08,1.17E+08
65,186149.7058,1057613.67,1.17E+08,1.17E+08
66,276143.1717,1147540.457,1.15E+08,1.15E+08
67,194147.0053,1065902.876,1.17E+08,1.17E+08
68,240008.1239,1111364.283,1.16E+08,1.16E+08
69,289506.1761,1161255.739,1.15E+08,1.15E+08
70,260236.3292,1132195.562,1.15E+08,1.15E+08
71,242829.4008,1114569.426,1.16E+08,1.16E+08
72,1679326.992,2536899.23,5.76E+07,5.76E+07
73,442612.9656,1318951.246,1.09E+08,1.09E+08
74,304907.0828,1177164.162,1.14E+08,1.14E+08
75,258641.3044,1131161.766,1.15E+08,1.15E+08
76,224200.1422,1096337.81,1.17E+08,1.17E+08
77,1750424.19,2610204.41,5.38E+07,5.38E+07
78,497401.8344,1373499.626,1.07E+08,1.07E+08
79,282396.5114,1155373.752,1.15E+08,1.15E+08
80,214350.9647,1086841.408,1.17E+08,1.17E+08
81,133413.8519,1005370.705,1.19E+08,1.19E+08
82,189805.1633,1061029.49,1.18E+08,1.18E+08
83,237471.11,1108720.555,1.17E+08,1.17E+08
84,192907.6714,1064735.996,1.18E+08,1.18E+08
85,177798.1581,1049281.618,1.19E+08,1.19E+08
86,145431.3767,1017019.433,1.19E+08,1.19E+08
87,199788.7936,1070832.113,1.19E+08,1.19E+08
88,166439.0431,1037599.342,1.19E+08,1.19E+08
89,197261.5594,1068313.13,1.18E+08,1.18E+08
90,234857.34,1105614.483,1.18E+08,1.18E+08
91,86005.855,957549.8239,1.23E+08,1.23E+08
92,77455.2675,948855.2942,1.23E+08,1.23E+08
93,76242.73361,947602.8356,1.23E+08,1.23E+08
94,85757.48556,957107.6969,1.23E+08,1.23E+08
95,78671.5675,950027.1792,1.23E+08,1.23E+08
96,77524.63639,948871.7333,1.23E+08,1.23E+08
97,77484.49583,948824.5444,1.23E+08,1.23E+08
98,77332.11333,948668.3664,1.23E+08,1.23E+08
99,76793.68611,948119.3192,1.23E+08,1.23E+08
100,76421.36889,947743.8833,1.23E+08,1.23E+08
