Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,73323.00944,946450.4853,1.17E+08,1.17E+08
1,106143.2819,977463.9042,1.15E+08,1.15E+08
2,162035.3567,1033479.986,1.14E+08,1.14E+08
3,190302.5242,1062038.718,1.13E+08,1.13E+08
4,129151.2281,1000867.074,1.15E+08,1.15E+08
5,224506.1306,1095361.551,1.12E+08,1.12E+08
6,178994.3933,1051007.905,1.13E+08,1.13E+08
7,290043.6906,1161677.589,1.11E+08,1.11E+08
8,233841.8214,1106051.807,1.12E+08,1.12E+08
9,183361.5208,1055435.426,1.13E+08,1.13E+08
10,175492.7317,1046777.112,1.14E+08,1.14E+08
11,129755.8992,1001290.599,1.15E+08,1.15E+08
12,149793.4167,1020415.726,1.15E+08,1.15E+08
13,234853.1186,1105656.712,1.12E+08,1.12E+08
14,145420.5986,1016321.73,1.15E+08,1.15E+08
15,171805.7767,1042522.35,1.15E+08,1.15E+08
16,290853.7597,1161683.659,1.10E+08,1.10E+08
17,281032.0167,1152794.57,1.12E+08,1.12E+08
18,189334.4894,1061033.503,1.14E+08,1.14E+08
19,208441.9419,1079467.639,1.14E+08,1.14E+08
20,279652.8669,1151094.34,1.11E+08,1.11E+08
21,204560.8447,1076442.051,1.14E+08,1.14E+08
22,321906.3892,1193565.498,1.10E+08,1.10E+08
23,197434.4006,1069739.968,1.14E+08,1.14E+08
24,151751.9886,1023544.062,1.16E+08,1.16E+08
25,171932.7692,1042782.243,1.15E+08,1.15E+08
26,194645.2275,1065766.873,1.15E+08,1.15E+08
27,165107.6769,1036514.133,1.16E+08,1.16E+08
28,120451.3864,991018.8003,1.17E+08,1.17E+08
29,125068.6383,994933.165,1.17E+08,1.17E+08
30,200401.4247,1070203.672,1.15E+08,1.15E+08
31,297884.9975,1168388.807,1.13E+08,1.13E+08
32,125846.4664,996976.1422,1.17E+08,1.17E+08
33,144052.3619,1013912.094,1.17E+08,1.17E+08
34,176207.7761,1046038.032,1.16E+08,1.16E+08
35,158116.2539,1028169.774,1.17E+08,1.17E+08
36,232876.1767,1102896.355,1.14E+08,1.14E+08
37,211297.6994,1081356.494,1.16E+08,1.16E+08
38,146096.4306,1016532.48,1.17E+08,1.17E+08
39,135699.8886,1005400.005,1.18E+08,1.18E+08
40,226428.6,1095847.184,1.15E+08,1.15E+08
41,166821.9125,1037115.124,1.17E+08,1.17E+08
42,178419.6125,1047835.525,1.17E+08,1.17E+08
43,1318597.092,2175597.617,6.80E+07,6.80E+07
44,378475.7458,1251761.351,1.10E+08,1.10E+08
45,1308777.016,2168135.934,6.94E+07,6.94E+07
46,395858.6139,1269982.743,1.09E+08,1.09E+08
47,440045.7183,1311907.905,1.09E+08,1.09E+08
48,228504.7675,1100883.729,1.15E+08,1.15E+08
49,274870.5794,1146402.514,1.12E+08,1.12E+08
50,178404.1019,1050602.328,1.17E+08,1.17E+08
51,167058.2697,1038127.518,1.17E+08,1.17E+08
52,238574.9208,1109564.575,1.15E+08,1.15E+08
53,205523.3761,1076731.148,1.16E+08,1.16E+08
54,181926.4408,1053483.249,1.17E+08,1.17E+08
55,164278.5606,1035144.33,1.18E+08,1.18E+08
56,208151.7447,1079295.516,1.17E+08,1.17E+08
57,1058183.665,1919001.764,7.85E+07,7.85E+07
58,554552.3978,1427847.218,1.06E+08,1.06E+08
59,315212.9861,1187460.293,1.13E+08,1.13E+08
60,188725.6375,1059957.151,1.17E+08,1.17E+08
61,392085.8603,1262911.608,1.05E+08,1.05E+08
62,225057.9767,1097107.892,1.16E+08,1.16E+08
63,183637.7819,1054840.936,1.17E+08,1.17E+08
64,214979.7053,1085899.639,1.17E+08,1.17E+08
65,208088.7053,1079275.253,1.17E+08,1.17E+08
66,210115.6972,1080293.085,1.17E+08,1.17E+08
67,149692.3669,1020205.427,1.19E+08,1.19E+08
68,198381.8597,1068099.766,1.18E+08,1.18E+08
69,183823.9842,1054274.106,1.18E+08,1.18E+08
70,172404.2661,1042568.369,1.19E+08,1.19E+08
71,151089.2217,1021128.014,1.19E+08,1.19E+08
72,245402.5431,1115345.491,1.17E+08,1.17E+08
73,355665.5775,1226479.098,1.11E+08,1.11E+08
74,188989.0336,1060421.727,1.18E+08,1.18E+08
75,194323.0897,1065012.136,1.18E+08,1.18E+08
76,228251.0858,1098506.943,1.17E+08,1.17E+08
77,197314.4031,1067639.39,1.18E+08,1.18E+08
78,221354.085,1091807.584,1.18E+08,1.18E+08
79,221507.43,1091859.917,1.18E+08,1.18E+08
80,182375.9136,1052812.771,1.20E+08,1.20E+08
81,158093.3364,1027914.581,1.20E+08,1.20E+08
82,215483.6583,1085158.789,1.19E+08,1.19E+08
83,239568.7783,1109945.832,1.18E+08,1.18E+08
84,267591.7511,1137837.921,1.16E+08,1.16E+08
85,193810.0814,1063943.495,1.19E+08,1.19E+08
86,221368.7469,1091121.77,1.19E+08,1.19E+08
87,168047.2986,1038118.983,1.21E+08,1.21E+08
88,250756.5119,1120360.623,1.18E+08,1.18E+08
89,226231.2969,1096306.636,1.19E+08,1.19E+08
90,189953.3453,1060069.737,1.20E+08,1.20E+08
91,106610.4369,977021.0589,1.23E+08,1.23E+08
92,97402.71139,967691.8808,1.24E+08,1.24E+08
93,95232.71167,965460.1833,1.24E+08,1.24E+08
94,94559.78861,964760.4742,1.24E+08,1.24E+08
95,93643.17389,963827.7122,1.24E+08,1.24E+08
96,93134.56944,963307.2519,1.24E+08,1.24E+08
97,93242.44667,963399.3939,1.24E+08,1.24E+08
98,93149.02556,963295.3106,1.24E+08,1.24E+08
99,92176.82944,962319.3411,1.24E+08,1.24E+08
100,92030.13556,962169.5397,1.24E+08,1.24E+08
