Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,73236.46778,946367.5819,1.17E+08,1.17E+08
1,152843.0128,1024131.966,1.14E+08,1.14E+08
2,1357668.865,2220131.008,7.30E+07,7.30E+07
3,242216.8503,1117251.231,1.10E+08,1.10E+08
4,222431.9967,1095792.407,1.11E+08,1.11E+08
5,158387.1819,1030736.103,1.13E+08,1.13E+08
6,191215.29,1063590.404,1.13E+08,1.13E+08
7,209716.8478,1082096.872,1.12E+08,1.12E+08
8,162814.8336,1035271.319,1.14E+08,1.14E+08
9,204270.2589,1076231.258,1.13E+08,1.13E+08
10,185259.1461,1057331.62,1.13E+08,1.13E+08
11,210677.6367,1082696.039,1.13E+08,1.13E+08
12,213066.0781,1085132.15,1.13E+08,1.13E+08
13,307492.3708,1180091.349,1.10E+08,1.10E+08
14,243516.0697,1116483.813,1.12E+08,1.12E+08
15,169252.6306,1041845.098,1.14E+08,1.14E+08
16,141685.0942,1013274.464,1.15E+08,1.15E+08
17,216104.6322,1087734.053,1.13E+08,1.13E+08
18,1032249.066,1897359.776,8.62E+07,8.62E+07
19,373114.6847,1247822.326,1.08E+08,1.08E+08
20,211703.8642,1083906.422,1.14E+08,1.14E+08
21,159419.8442,1031326.533,1.15E+08,1.15E+08
22,291320.1989,1163118.497,1.09E+08,1.09E+08
23,266931.1094,1139663.571,1.12E+08,1.12E+08
24,251913.3039,1124380.779,1.12E+08,1.12E+08
25,172646.6683,1044786.524,1.15E+08,1.15E+08
26,163344.05,1035016.042,1.15E+08,1.15E+08
27,159867.4625,1031705.262,1.15E+08,1.15E+08
28,1512597.638,2365282.913,5.73E+07,5.73E+07
29,331392.1242,1207462.711,1.09E+08,1.09E+08
30,279583.2,1152351.035,1.12E+08,1.12E+08
31,181977.4992,1054912.078,1.15E+08,1.15E+08
32,186330.6153,1058681.111,1.15E+08,1.15E+08
33,216600.4461,1088705.208,1.14E+08,1.14E+08
34,209785.3314,1081977.39,1.15E+08,1.15E+08
35,181966.0978,1054120.18,1.15E+08,1.15E+08
36,210903.5789,1082751.321,1.14E+08,1.14E+08
37,199644.6092,1071334.831,1.15E+08,1.15E+08
38,159126.5186,1030750.546,1.16E+08,1.16E+08
39,161747.0892,1032577.523,1.16E+08,1.16E+08
40,258667.9828,1129708.541,1.14E+08,1.14E+08
41,196933.7256,1068642.096,1.15E+08,1.15E+08
42,276552.6694,1147819.609,1.13E+08,1.13E+08
43,240765.4436,1112352.212,1.15E+08,1.15E+08
44,1420340.047,2278045.662,6.31E+07,6.31E+07
45,297063.7928,1172028.056,1.11E+08,1.11E+08
46,364227.8167,1236263.159,1.11E+08,1.11E+08
47,171315.1317,1044014.761,1.16E+08,1.16E+08
48,184743.0406,1056380.15,1.16E+08,1.16E+08
49,172483.8983,1043994.378,1.16E+08,1.16E+08
50,142701.2289,1013968.092,1.18E+08,1.18E+08
51,148560.9831,1019515.316,1.18E+08,1.18E+08
52,194969.9642,1065568.258,1.16E+08,1.16E+08
53,224817.6522,1095607.648,1.15E+08,1.15E+08
54,239482.0561,1110188.93,1.15E+08,1.15E+08
55,213666.1608,1084436.028,1.16E+08,1.16E+08
56,157413.2225,1028380.43,1.17E+08,1.17E+08
57,122689.8039,993296.9397,1.19E+08,1.19E+08
58,136096.0878,1005916.913,1.19E+08,1.19E+08
59,141471.4633,1011159.588,1.19E+08,1.19E+08
60,219896.4067,1089591.145,1.16E+08,1.16E+08
61,608253.7867,1479217.177,1.03E+08,1.03E+08
62,277774.2647,1149703.714,1.15E+08,1.15E+08
63,366073.0906,1237120.013,1.12E+08,1.12E+08
64,309445.3356,1181169.031,1.13E+08,1.13E+08
65,203849.7583,1075111.111,1.17E+08,1.17E+08
66,210670.8311,1081650.048,1.17E+08,1.17E+08
67,153623.6281,1024739.138,1.18E+08,1.18E+08
68,224902.1403,1095428.904,1.17E+08,1.17E+08
69,176104.82,1047134.793,1.18E+08,1.18E+08
70,193494.3306,1064225.997,1.18E+08,1.18E+08
71,167561.6175,1038375.108,1.18E+08,1.18E+08
72,201052.4933,1071477.794,1.18E+08,1.18E+08
73,193832.8331,1064542.161,1.18E+08,1.18E+08
74,214948.5961,1085364.38,1.18E+08,1.18E+08
75,212342.5358,1083243.9,1.18E+08,1.18E+08
76,200748.6447,1071106.889,1.18E+08,1.18E+08
77,223708.5058,1094530.646,1.18E+08,1.18E+08
78,157962.2672,1028545.401,1.20E+08,1.20E+08
79,167479.4792,1037565.848,1.19E+08,1.19E+08
80,187671.5056,1057730.5,1.19E+08,1.19E+08
81,204921.6044,1074951.573,1.18E+08,1.18E+08
82,172109.4631,1042515.101,1.19E+08,1.19E+08
83,164549.6533,1034488.894,1.20E+08,1.20E+08
84,212702.2533,1082646.232,1.19E+08,1.19E+08
85,149914.7706,1020074.619,1.20E+08,1.20E+08
86,1278930.973,2138368.556,7.21E+07,7.21E+07
87,340519.835,1214072.113,1.13E+08,1.13E+08
88,439861.5919,1310685.083,1.08E+08,1.08E+08
89,155820.4106,1027478.531,1.20E+08,1.20E+08
90,169063.645,1038989.625,1.20E+08,1.20E+08
91,75831.98222,946358.0981,1.23E+08,1.23E+08
92,70980.04583,941380.6606,1.24E+08,1.24E+08
93,70066.66972,940425.6844,1.24E+08,1.24E+08
94,68664.41417,939005.9744,1.24E+08,1.24E+08
95,68645.79278,938964.5314,1.24E+08,1.24E+08
96,68522.755,938837.8817,1.24E+08,1.24E+08
97,68124.88583,938430.9761,1.24E+08,1.24E+08
98,68281.15389,938576.6633,1.24E+08,1.24E+08
99,67770.44417,938059.185,1.24E+08,1.24E+08
100,67611.61611,937902.3844,1.24E+08,1.24E+08
