Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,802047.0439,1660961.687,9.15E+07,9.15E+07
1,250272.7061,1123722.806,1.11E+08,1.11E+08
2,175225.6342,1048363.623,1.13E+08,1.13E+08
3,172596.3706,1045826.053,1.13E+08,1.13E+08
4,196546.0525,1069365.142,1.13E+08,1.13E+08
5,187752.1453,1060582.177,1.13E+08,1.13E+08
6,238651.7311,1111525.296,1.12E+08,1.12E+08
7,204472.8756,1077316.376,1.13E+08,1.13E+08
8,232947.8219,1105949.701,1.12E+08,1.12E+08
9,191627.6256,1064743.929,1.13E+08,1.13E+08
10,1335979.988,2195173.165,6.59E+07,6.59E+07
11,393618.3344,1268680.563,1.05E+08,1.05E+08
12,352655.2189,1226520.347,1.08E+08,1.08E+08
13,220591.5008,1094546.889,1.12E+08,1.12E+08
14,155374.6172,1028434.066,1.14E+08,1.14E+08
15,218922.2686,1091560.654,1.13E+08,1.13E+08
16,161057.2475,1033797.156,1.14E+08,1.14E+08
17,138774.6519,1011114.099,1.15E+08,1.15E+08
18,179751.0947,1051613.723,1.14E+08,1.14E+08
19,154777.8661,1026956.326,1.15E+08,1.15E+08
20,184232.1553,1055499.76,1.15E+08,1.15E+08
21,223040.3042,1095073.972,1.13E+08,1.13E+08
22,175317.7625,1047059.65,1.15E+08,1.15E+08
23,1709181.35,2560156.478,5.07E+07,5.07E+07
24,471754.5928,1347024.25,1.05E+08,1.05E+08
25,238138.9694,1111113.819,1.13E+08,1.13E+08
26,240409.4944,1112839.569,1.13E+08,1.13E+08
27,166646.6111,1038990.028,1.15E+08,1.15E+08
28,186496.9475,1058607.092,1.15E+08,1.15E+08
29,168250.0561,1040360.341,1.15E+08,1.15E+08
30,151924.0867,1023409.39,1.16E+08,1.16E+08
31,217725.9161,1089164.763,1.14E+08,1.14E+08
32,194201.4972,1065756.376,1.15E+08,1.15E+08
33,216078.6467,1087402.692,1.14E+08,1.14E+08
34,222110.8519,1093795.487,1.14E+08,1.14E+08
35,199492.4567,1071210.039,1.15E+08,1.15E+08
36,161077.7889,1032231.65,1.16E+08,1.16E+08
37,138103.4764,1009312.828,1.17E+08,1.17E+08
38,381036.2278,1251703.735,1.03E+08,1.03E+08
39,156166.0167,1028639.217,1.17E+08,1.17E+08
40,154551.7386,1025562.361,1.17E+08,1.17E+08
41,151600.4203,1022038.421,1.17E+08,1.17E+08
42,156592.7156,1027018.101,1.17E+08,1.17E+08
43,192052.3139,1062371.391,1.16E+08,1.16E+08
44,257830.9811,1128715.084,1.14E+08,1.14E+08
45,191518.165,1062401.676,1.16E+08,1.16E+08
46,153152.2169,1023829.361,1.17E+08,1.17E+08
47,190919.2264,1061089.305,1.17E+08,1.17E+08
48,171808.6433,1042391.97,1.16E+08,1.16E+08
49,161645.9764,1032234.721,1.17E+08,1.17E+08
50,1851861.131,2702260.277,4.96E+07,4.96E+07
51,436254.7856,1310886.776,1.07E+08,1.07E+08
52,363390.3761,1234516.228,1.12E+08,1.12E+08
53,203278.6017,1074780.592,1.16E+08,1.16E+08
54,174961.9653,1045666.525,1.17E+08,1.17E+08
55,160835.4597,1031612.406,1.18E+08,1.18E+08
56,150449.3625,1020946.023,1.18E+08,1.18E+08
57,139433.0447,1009692.317,1.18E+08,1.18E+08
58,145706.7622,1015627.529,1.17E+08,1.17E+08
59,199338.7289,1069144.081,1.17E+08,1.17E+08
60,161524.4975,1031526.724,1.18E+08,1.18E+08
61,249727.6547,1119846.661,1.15E+08,1.15E+08
62,222531.9397,1093057.24,1.16E+08,1.16E+08
63,248596.4883,1119400.894,1.16E+08,1.16E+08
64,198554.6644,1069336.985,1.17E+08,1.17E+08
65,212024.2611,1082825.846,1.17E+08,1.17E+08
66,192731.7342,1063409.39,1.18E+08,1.18E+08
67,252113.0792,1122636.169,1.16E+08,1.16E+08
68,182096.5114,1052759.142,1.18E+08,1.18E+08
69,140240.0189,1010441.711,1.19E+08,1.19E+08
70,172590.4783,1042397.286,1.18E+08,1.18E+08
71,240790.7889,1110658.173,1.16E+08,1.16E+08
72,166659.3631,1037017.884,1.19E+08,1.19E+08
73,248615.8311,1118501.221,1.16E+08,1.16E+08
74,240983.1717,1111640.935,1.17E+08,1.17E+08
75,234364.0144,1104965.684,1.17E+08,1.17E+08
76,313270.1094,1183896.602,1.14E+08,1.14E+08
77,290847.3192,1161868.477,1.15E+08,1.15E+08
78,294335.3378,1164921.516,1.16E+08,1.16E+08
79,250232.8708,1121149.872,1.17E+08,1.17E+08
80,280051.2714,1150681.813,1.15E+08,1.15E+08
81,179061.6747,1049715.764,1.19E+08,1.19E+08
82,185078.6417,1055457.714,1.19E+08,1.19E+08
83,195833.3844,1065870.02,1.18E+08,1.18E+08
84,158124.8411,1028529.062,1.20E+08,1.20E+08
85,162203.9681,1031848.63,1.20E+08,1.20E+08
86,246420.7703,1116239.149,1.17E+08,1.17E+08
87,167601.3514,1037558.04,1.20E+08,1.20E+08
88,219322.2397,1089017.424,1.18E+08,1.18E+08
89,194894.26,1064710.835,1.20E+08,1.20E+08
90,146784.8911,1016579.4,1.21E+08,1.21E+08
91,87924.69944,958095.9344,1.23E+08,1.23E+08
92,81719.99667,951780.1003,1.23E+08,1.23E+08
93,79735.4425,949744.5247,1.24E+08,1.24E+08
94,78839.46667,948828.5003,1.24E+08,1.24E+08
95,78357.6075,948319.095,1.24E+08,1.24E+08
96,77822.43083,947777.3742,1.24E+08,1.24E+08
97,77434.87278,947384.5042,1.24E+08,1.24E+08
98,77994.47194,947945.5053,1.24E+08,1.24E+08
99,77230.58472,947182.3611,1.24E+08,1.24E+08
100,77140.58889,947083.8486,1.24E+08,1.24E+08
