id,x,y
1,-112.07919997448015,41.58988853590112
2,-112.09170008655315,41.578403520216206
3,-112.07799108445859,41.57130915238685
4,-112.10036060953682,41.56283767859099
5,-112.08671650553552,41.553032547144994
6,-112.07575211808536,41.54985704084432
7,-112.05754645637681,41.56430230744396
8,-112.0567224488234,41.597627300259354
9,-112.04830635381865,41.601045995135976
10,-112.03892329414762,41.57939696431432
11,-112.02668231012267,41.55027864346322
12,-112.04142409275964,41.537175693605064
13,-112.02466381367928,41.53483126787261
14,-112.09549110548372,41.528719942234595
15,-112.07326563377579,41.53001039896964
16,-112.08071243799736,41.51651088648031
17,-112.06737135935487,41.515617672258145
18,-112.09466653214376,41.506110654923056
19,-112.08554836510369,41.486759421962056
20,-112.05842925026408,41.47723027644073
21,-112.08491886996272,41.4576357656199
22,-112.06582154272154,41.4393582702039
23,-112.05440393398312,41.4180169351749
24,-112.04987264684809,41.404880548007505
25,-112.05853075487738,41.529075125160915
26,-112.0591142924128,41.51928790359187
27,-112.04993237235217,41.52066914538489
28,-112.05176430586955,41.51315838057844
29,-112.04710886708477,41.52915267911124
30,-112.03615574329964,41.52405472459057
31,-112.03716194915944,41.51951501282428
32,-112.03706834688349,41.513652139707155
33,-112.02635084519532,41.52628637672382
34,-112.0193959754635,41.52609603858091
35,-112.02647449179644,41.51970098049774
36,-112.01951442274922,41.51989800560953
37,-112.02648513803994,41.51354893381407
38,-112.01956068455554,41.51368259157648
39,-112.00980975631576,41.53319725624489
40,-112.01316571648266,41.525484564485694
41,-112.00869364246464,41.52539777807392
42,-112.01320930599987,41.51982763040535
43,-112.00853418742884,41.519760640065506
44,-112.01329923890997,41.514836819641225
45,-112.00858839304452,41.51476113810827
46,-112.01340666706255,41.50943151627015
47,-112.0086606888618,41.50938316805078
48,-112.00476184101042,41.52614377191469
49,-112.0035557217072,41.52022753516672
50,-112.0007553297012,41.52126975929511
51,-111.99766737673781,41.52232341766412
52,-112.00247685027794,41.51555317209438
53,-111.9955590696704,41.5137938014163
54,-112.00302521898375,41.51226073982214
55,-112.00450487473894,41.5079783800494
56,-111.99269348908983,41.50820704416341
57,-112.05178618089393,41.50636671296224
58,-112.03779948065359,41.50690811676452
59,-112.05038592302738,41.49905660652548
60,-112.04040118851597,41.49802145862999
61,-112.04822522024456,41.490627496572735
62,-112.03001413700683,41.505599998541186
63,-112.02603177649392,41.50836479868771
64,-112.01972763808469,41.508285762060986
65,-112.02615190299602,41.50458968265579
66,-112.01983159587904,41.50345694427864
67,-112.03178557931845,41.499441161232795
68,-112.02626451850843,41.49958063448784
69,-112.01992017478148,41.49841208417647
70,-112.03292859845892,41.49145045085438
71,-112.02078495034885,41.49091935768566
72,-112.01482572611803,41.50361832110586
73,-112.00900890262506,41.50325516870854
74,-112.00348923392056,41.504285257379756
75,-112.01361686231647,41.49832369532092
76,-112.00888339509875,41.4982572293601
77,-112.00451391312171,41.49771000372922
78,-111.99891701081951,41.49914587533288
79,-112.00777605914126,41.49174566065797
80,-112.0471178089471,41.48360289302148
81,-112.03205183361001,41.48527031315131
82,-112.02254583071878,41.485580404225324
83,-112.03350503138293,41.48324863664006
84,-112.02276039552657,41.4817053568036
85,-112.03263403337263,41.473654672194414
86,-112.0521071526514,41.469190713155115
87,-112.0457862567764,41.467834209528164
88,-112.03751024543769,41.466260819215485
89,-112.01307205617371,41.48488961521706
90,-112.01544033527237,41.480833457487435
91,-112.02075181873852,41.47354456198498
92,-112.02528602409672,41.46791969427767
93,-112.030298647002,41.46457822175601
94,-112.0538096348237,41.460438028189124
95,-112.04737958318562,41.458199889618705
96,-112.04135107150371,41.45633606312491
97,-112.03327363661572,41.45887691654919
98,-112.05412882442411,41.4505720738627
99,-112.04836669140028,41.45109311604361
100,-112.04096258617973,41.447764589043885
101,-112.03436502665066,41.44693237655087
102,-112.05422649348344,41.44255464041252
103,-112.0480614000839,41.442538917162686
104,-112.04065487933495,41.441993659356314
105,-112.05431977060869,41.43500561930769
106,-112.04767577254104,41.43419260606087
107,-112.03805900113821,41.437594498923026
108,-112.03301775405085,41.4329380321864
109,-112.05230311701054,41.4242692813773
110,-112.04697582872579,41.42564197290919
111,-112.03941320062188,41.425692536497586
112,-112.03343282872491,41.42439530678338
113,-112.04626372708022,41.41781202474248
114,-112.03855843411058,41.41786382718243
115,-112.03214070480232,41.41761533233225
116,-112.04561191890264,41.40999952823058
117,-112.03863412739464,41.409846556238314
118,-112.03245129521704,41.40851506612381
119,-112.04442578076022,41.403173677548516
120,-112.03899232358582,41.40529457929116
121,-112.03045604372119,41.401119848793755
122,-112.03894679061278,41.39342320602752
123,-112.03008853677365,41.39299843750582
124,-112.03766697025574,41.378383315587534
125,-112.02844792974125,41.38073596436964
126,-112.0393106357919,41.360686819546444
127,-112.0276449066983,41.367709335780845
128,-112.03293387166917,41.352088037269745
129,-112.03730391270163,41.351012866629794
130,-112.04596201745736,41.373633340384224
131,-112.06058356483899,41.360934087029136
132,-112.04654512254459,41.360026758216485
133,-112.07071646891721,41.34382511311883
134,-112.04804254448453,41.3467991419185
135,-112.05397417740933,41.341052227462626
136,-112.12010542715072,41.49304181234133
137,-112.0963111512828,41.54634764570409
138,-112.07812790786836,41.59835323235763
139,-112.05706913569084,41.604593390011615
140,-111.98939351030278,41.49980550226271
141,-112.18364094828168,41.27767587102218
142,-112.15176681837507,41.21892731324904
143,-112.09202804162328,41.32452894925309
144,-112.0685542374753,41.328541453275804
145,-112.05962735537572,41.32556143124365
146,-112.07387272700161,41.3125846515719
147,-112.05644946115845,41.310800264650105
148,-112.07605772805452,41.299431234248985
149,-112.05497417859678,41.299320148681296
150,-112.04169144686239,41.32854452603495
151,-112.03728626052215,41.31449651736595
152,-112.03553658991343,41.29981192658863
153,-112.13269404987777,41.30474272128294
154,-112.1122605941856,41.3050320696815
155,-112.13150381777831,41.27250737872251
156,-112.11441470805173,41.285617972566065
157,-112.1143161384181,41.26508163813392
158,-112.09399828810812,41.30587365693874
159,-112.09772392761013,41.287985207494806
160,-112.07591977742368,41.291037470611464
161,-112.05602931912364,41.28920397169885
162,-112.03622208647653,41.284258660978864
163,-112.07129380024402,41.28567606921565
164,-112.055935207975,41.28040441835868
165,-112.04187530541112,41.27480369317342
166,-112.09443187749065,41.2653534618421
167,-112.0736479171871,41.26755787385444
168,-112.09731404148954,41.24996803947981
169,-112.06846557862853,41.251383357419904
170,-112.07586266996134,41.280291958655624
171,-112.05626805890746,41.26994353431457
172,-112.04056062394551,41.26569987375275
173,-112.03481676341107,41.25198797648566
174,-111.99717316562065,41.34591125461844
175,-112.002169613867,41.33917339350094
176,-112.01164605853637,41.33215434671118
177,-112.02265561966254,41.31937442513335
178,-112.00912467329844,41.317449141880594
179,-111.99792788311332,41.31419595327207
180,-111.98362762600169,41.34599860130373
181,-111.98527557367582,41.34113845419479
182,-111.96813313526653,41.33768993155356
183,-111.98687942746348,41.3286222457294
184,-111.97004305684561,41.325116336526236
185,-111.98736513380621,41.31092722560471
186,-111.97468508368075,41.31140461228016
187,-111.9546975046754,41.32461342308152
188,-111.94282250466283,41.32708198880498
189,-111.96194127517754,41.314871652205944
190,-111.9523814013255,41.31390627311352
191,-111.95887637068041,41.30872703072334
192,-111.94165960651756,41.31187770760493
193,-112.01994025526533,41.29617700520385
194,-112.0075707972459,41.29723174196488
195,-112.00089095314738,41.298587112986844
196,-111.98530602644075,41.29953225937845
197,-111.99205894356703,41.2856295699163
198,-111.98117497225344,41.290082540892655
199,-111.97568417136543,41.28065319647928
200,-111.98419280816296,41.273149470333976
201,-111.96372065479508,41.301030117136776
202,-111.95501547110682,41.30038206429207
203,-111.94473970160888,41.30097128850684
204,-111.96427671183658,41.29255831018431
205,-111.95417824318667,41.292111013424325
206,-111.94687182790648,41.29312615426417
207,-111.96381933845328,41.28339238359008
208,-111.95346182753875,41.2839200124132
209,-111.96488823709905,41.27164647984632
210,-111.95650077999804,41.27204975761046
211,-112.01316184279884,41.281104098077314
212,-112.02009468121032,41.275422118998065
213,-112.01541077366123,41.25979024912954
214,-112.00049622342277,41.279008009751415
215,-112.00179587955436,41.26248571587342
216,-112.00111028876336,41.251205089118486
217,-111.98343343673116,41.25994174367244
218,-111.98389625822058,41.24862416284661
219,-111.97501584115957,41.25981517296673
220,-111.9636865485899,41.26300019254347
221,-111.96252318093096,41.256128069918965
222,-111.95153179948494,41.2669655821929
223,-111.9477004943986,41.271158722012906
224,-111.95147462594882,41.255625404542016
225,-111.94462369968373,41.25980733414509
226,-111.96536517694783,41.249717834258725
227,-111.95936656420514,41.24678643316813
228,-111.95122443332492,41.249898588720995
229,-111.94490942089547,41.24898676841724
230,-111.93956606317587,41.25423693966487
231,-111.93617553112747,41.24415793308721
232,-112.11255495123639,41.235868942102954
233,-112.09862759899312,41.236471078566005
234,-112.08856378887887,41.23548575045285
235,-112.07397861506323,41.239649146330805
236,-112.07377479003303,41.23084155643836
237,-112.05724458585004,41.240182348637916
238,-112.05416059403125,41.230950745581424
239,-112.11272724746718,41.22140098478468
240,-112.093666361296,41.22375445904158
241,-112.07387368932746,41.22376060424782
242,-112.05443713440074,41.22291336311376
243,-112.0386775159603,41.24027928687844
244,-112.01921283880384,41.23330114484667
245,-112.03568175487902,41.23042485565435
246,-112.03524612258768,41.22323163133741
247,-112.01758902060527,41.224001555094134
248,-112.03500612706733,41.21633389226591
249,-112.03764626731383,41.206005310571385
250,-112.09776228155766,41.21256397842368
251,-112.08812228177973,41.21245730935596
252,-112.07386272723416,41.21579791478701
253,-112.07352007222661,41.20943267032709
254,-112.05372034180351,41.21616415667621
255,-112.05437291049168,41.20925828392003
256,-112.09808281507816,41.19749104743399
257,-112.08772706558898,41.197958647258
258,-112.0707705643828,41.19662228475466
259,-112.05495134859176,41.20219994779171
260,-112.01990484477675,41.21333395775223
261,-112.01400832924527,41.20768414728571
262,-112.00416947264947,41.21558006124255
263,-111.99840792328179,41.2077484034684
264,-112.01029616910688,41.196655278899414
265,-112.1125292919796,41.201270732450816
266,-112.15188890321738,41.18031916925482
267,-112.13288857685025,41.180570702517734
268,-112.1108957975048,41.18178110911034
269,-112.15330236338556,41.16234362212826
270,-112.13323333904253,41.163912016595255
271,-112.11139214604889,41.16111981652411
272,-112.09805301554513,41.18286279748264
273,-112.08817388739503,41.183172754912114
274,-112.09046315897079,41.167360526096374
275,-112.0920023064087,41.15811298676489
276,-112.07398115664445,41.18364828166762
277,-112.05484654943365,41.19438010734372
278,-112.05900054572054,41.18630954603739
279,-112.03396028565648,41.197643266122256
280,-112.04856734558537,41.18256734923277
281,-112.02933223545155,41.193784377275044
282,-112.0328255286763,41.1869072147924
283,-112.04056660283437,41.179532242719866
284,-112.03151655447638,41.17947854135948
285,-112.02272973580578,41.180250505511474
286,-112.07685137053326,41.17107368877118
287,-112.06836898621867,41.16846837532868
288,-112.05959472173853,41.16990059926782
289,-112.07878437512285,41.15810243322386
290,-112.06919358640928,41.157597351580776
291,-112.04987055923363,41.172340680265876
292,-112.04902451265171,41.16563760126385
293,-112.03974509236349,41.172819871772454
294,-112.02783708208788,41.17290874573263
295,-112.02239046710015,41.17317288743457
296,-112.0360416373795,41.16551191081928
297,-112.02684195168483,41.16567536925888
298,-112.05966263527972,41.15783856608848
299,-112.0492689836457,41.157798605212705
300,-112.04231873300415,41.15769056468968
301,-112.03682477362904,41.158478791169316
302,-112.0299996898636,41.15875621549274
303,-111.99818906520784,41.23728657367696
304,-112.00835994183329,41.23288326586796
305,-112.00816251539257,41.22624632490396
306,-111.98469830855798,41.24083467155577
307,-111.97421737279096,41.246247374427334
308,-111.97455906765028,41.239524749605664
309,-111.96718593617335,41.241262353355474
310,-111.9624266975362,41.24060864234948
311,-111.95600363028402,41.24123864644953
312,-111.9493815720146,41.239672055326245
313,-112.00296761198146,41.22436404519553
314,-111.99173132170336,41.22689345220601
315,-111.99649245012596,41.21750234409169
316,-111.98562768250613,41.22723410826754
317,-111.98615794145502,41.21487999196449
318,-111.98148971590616,41.23136796025655
