Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,73282.49639,946413.8906,1.17E+08,1.17E+08
1,152796.0058,1024099.565,1.14E+08,1.14E+08
2,195451.7617,1067231.184,1.12E+08,1.12E+08
3,172637.9944,1044735.646,1.13E+08,1.13E+08
4,174042.3936,1045488.912,1.13E+08,1.13E+08
5,151934.0192,1023673.675,1.14E+08,1.14E+08
6,218225.0397,1090131.666,1.11E+08,1.11E+08
7,215171.7139,1086597.434,1.13E+08,1.13E+08
8,156564.7006,1028508.684,1.14E+08,1.14E+08
9,196596.2131,1067841.505,1.13E+08,1.13E+08
10,712128.36,1584115.663,9.45E+07,9.45E+07
11,257687.5869,1130609.449,1.11E+08,1.11E+08
12,251734.7131,1124111.391,1.12E+08,1.12E+08
13,267348.3122,1139194.884,1.10E+08,1.10E+08
14,216457.7247,1088931.12,1.13E+08,1.13E+08
15,194903.445,1067121.269,1.13E+08,1.13E+08
16,247236.62,1118646.287,1.12E+08,1.12E+08
17,176659.8028,1048689.517,1.14E+08,1.14E+08
18,204113.5994,1075507.31,1.14E+08,1.14E+08
19,258136.8053,1130162.772,1.12E+08,1.12E+08
20,186385.6886,1058345.483,1.15E+08,1.15E+08
21,204032.1297,1076002.277,1.14E+08,1.14E+08
22,147163.0664,1018842.246,1.16E+08,1.16E+08
23,191263.575,1062340.361,1.15E+08,1.15E+08
24,190772.0136,1062282.386,1.15E+08,1.15E+08
25,195841.7431,1067176.549,1.14E+08,1.14E+08
26,195495.7844,1066620.883,1.14E+08,1.14E+08
27,201385.6986,1072719.944,1.15E+08,1.15E+08
28,360306.2886,1231850.638,1.07E+08,1.07E+08
29,374979.5225,1246836.15,1.09E+08,1.09E+08
30,244724.7511,1116872.467,1.13E+08,1.13E+08
31,244672.1128,1116449.294,1.13E+08,1.13E+08
32,192409.8297,1063764.51,1.15E+08,1.15E+08
33,164546.1739,1036028.166,1.16E+08,1.16E+08
34,207648.1086,1078687.906,1.15E+08,1.15E+08
35,261737.2478,1133394.593,1.13E+08,1.13E+08
36,254624.4486,1126374.259,1.12E+08,1.12E+08
37,197385.6775,1069635.568,1.15E+08,1.15E+08
38,395390.3661,1266599.902,1.03E+08,1.03E+08
39,511932.8061,1384401.918,1.04E+08,1.04E+08
40,300009.1114,1172961.323,1.11E+08,1.11E+08
41,342025.8047,1214088.587,1.10E+08,1.10E+08
42,182564.0208,1054386.372,1.16E+08,1.16E+08
43,530950.5647,1402027.771,1.02E+08,1.02E+08
44,269108.4717,1141300.487,1.13E+08,1.13E+08
45,198855.585,1070823.492,1.16E+08,1.16E+08
46,202994.7183,1074445.279,1.16E+08,1.16E+08
