Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,478876.8467,1388084.308,8.86E+07,8.86E+07
1,256048.5786,1160401.079,9.65E+07,9.65E+07
2,203236.9297,1105938.763,9.83E+07,9.83E+07
3,228242.34,1128621.517,9.85E+07,9.85E+07
4,257098.4142,1156703.092,9.73E+07,9.73E+07
5,174941.3781,1073225.124,1.00E+08,1.00E+08
6,1022244.765,1916589.359,6.90E+07,6.90E+07
7,445203.4447,1346023.308,8.98E+07,8.98E+07
8,241703.2872,1140061.434,9.79E+07,9.79E+07
9,223471.8433,1119892.737,9.94E+07,9.94E+07
10,225021.0192,1120805.279,9.92E+07,9.92E+07
11,237340.7058,1132005.675,9.99E+07,9.99E+07
12,1012151.111,1902621.489,6.63E+07,6.63E+07
13,668622.0814,1567722.773,8.25E+07,8.25E+07
14,311301.4236,1208786.967,9.62E+07,9.62E+07
15,217249.7189,1112186.368,1.01E+08,1.01E+08
16,139710.4331,1033336.202,1.02E+08,1.02E+08
17,190353.6222,1082039.723,1.02E+08,1.02E+08
18,241196.1081,1132611.272,9.86E+07,9.86E+07
19,206286.9322,1097328.96,1.02E+08,1.02E+08
20,145114.5428,1035420.105,1.03E+08,1.03E+08
21,161324.5006,1050056.429,1.03E+08,1.03E+08
22,181295.2342,1069356.664,1.02E+08,1.02E+08
23,1526996.236,2408478.718,4.68E+07,4.68E+07
24,562527.1144,1456755.156,8.75E+07,8.75E+07
25,312668.4747,1204131.103,9.83E+07,9.83E+07
26,221941.6514,1112567.363,1.01E+08,1.01E+08
27,217049.9406,1106445.961,1.02E+08,1.02E+08
28,143931.8872,1032566.878,1.04E+08,1.04E+08
29,213239.3989,1100253.653,1.02E+08,1.02E+08
30,1287322.271,2167861.946,5.46E+07,5.46E+07
31,699022.8236,1591552.588,8.27E+07,8.27E+07
32,1296538.915,2184513.799,5.78E+07,5.78E+07
33,417142.5314,1311834.974,9.22E+07,9.22E+07
34,272387.6731,1163520.888,9.94E+07,9.94E+07
35,212244.3467,1101775.706,1.03E+08,1.03E+08
36,270627.4983,1159463.438,1.00E+08,1.00E+08
37,215241.8333,1103934.561,1.02E+08,1.02E+08
38,266105.9778,1153808.606,1.01E+08,1.01E+08
39,314968.0194,1202095.351,9.98E+07,9.98E+07
