Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,73117.3275,946242.8928,1.17E+08,1.17E+08
1,181051.4208,1052337.162,1.13E+08,1.13E+08
2,1576942.103,2436026.144,6.82E+07,6.82E+07
3,306300.1386,1182471.95,1.08E+08,1.08E+08
4,259237.5328,1132122.592,1.11E+08,1.11E+08
5,220146.4444,1093252.294,1.12E+08,1.12E+08
6,176039.87,1049298.617,1.12E+08,1.12E+08
7,174228.7131,1046936.027,1.13E+08,1.13E+08
8,155434.5625,1028373.591,1.13E+08,1.13E+08
9,175417.0481,1047578.517,1.14E+08,1.14E+08
10,1632185.535,2493780.171,5.47E+07,5.47E+07
11,410673.7986,1287504.219,1.04E+08,1.04E+08
12,316157.1717,1189771.107,1.10E+08,1.10E+08
13,210761.4317,1085194.9,1.12E+08,1.12E+08
14,217068.6867,1090459.121,1.12E+08,1.12E+08
15,149562.9169,1023165.264,1.15E+08,1.15E+08
16,218834.745,1091590.989,1.12E+08,1.12E+08
17,221102.6169,1094645.899,1.12E+08,1.12E+08
18,228257.7864,1101317.991,1.12E+08,1.12E+08
19,189540.5064,1062735.797,1.13E+08,1.13E+08
20,178534.9322,1051614.565,1.14E+08,1.14E+08
21,171019.0381,1043836.448,1.15E+08,1.15E+08
22,164198.6003,1036412.504,1.15E+08,1.15E+08
23,153391.2708,1025817.508,1.15E+08,1.15E+08
24,227893.3875,1099704.303,1.13E+08,1.13E+08
25,240711.6494,1113001.198,1.13E+08,1.13E+08
26,218400.9289,1090930.127,1.14E+08,1.14E+08
27,180828.6475,1053331.517,1.14E+08,1.14E+08
28,157964.9333,1029473.034,1.15E+08,1.15E+08
29,151404.5228,1023187.866,1.15E+08,1.15E+08
30,161754.3761,1032783.041,1.16E+08,1.16E+08
31,144813.0514,1016337.164,1.16E+08,1.16E+08
32,138193.4217,1008842.563,1.17E+08,1.17E+08
33,140388.7956,1011198.285,1.17E+08,1.17E+08
34,153844.2217,1024675.917,1.17E+08,1.17E+08
35,182625.8056,1053456.301,1.15E+08,1.15E+08
36,173632.8492,1044419.787,1.16E+08,1.16E+08
37,161184.7678,1031810.137,1.16E+08,1.16E+08
38,474231.82,1345107.956,1.00E+08,1.00E+08
39,176243.9206,1048418.459,1.16E+08,1.16E+08
40,133580.3303,1004087.682,1.17E+08,1.17E+08
41,1718364.743,2573872.127,5.34E+07,5.34E+07
42,419284.08,1294100.245,1.07E+08,1.07E+08
43,371478.7633,1243467.916,1.11E+08,1.11E+08
44,223398.7531,1095456.404,1.14E+08,1.14E+08
45,174743.5189,1046835.077,1.16E+08,1.16E+08
46,165738.4725,1037079.02,1.16E+08,1.16E+08
47,201067.3986,1072172.356,1.15E+08,1.15E+08
48,244515.1369,1115564.164,1.15E+08,1.15E+08
49,909941.0906,1781812.105,9.34E+07,9.34E+07
