ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	58.28956753452823	44.35297591292201	51.42820093832652	58.29021859212626
1	57.453792627274254	44.256363020463226	51.51196198025767	58.28519836403009
2	56.690026946599495	44.840158034141155	51.75626655897648	58.04918750836442
3	56.416391602039724	45.45723080952719	51.97162564749467	57.85598686610985
4	57.087766865885854	46.17231905804267	52.32407913130858	58.07065195055368
5	56.08134146015158	46.602219133040464	52.416818475159445	57.772248877194286
6	56.44250518303228	47.023477766285694	52.61758858192862	57.87473869363959
7	55.337154785255116	47.192331193753645	52.568929816369995	57.51185336301401
8	56.024322728801806	47.5676697052996	52.71529612245701	57.641288814135926
9	56.5364721497099	47.91851083562147	52.914315966449664	57.87773895251764
10	56.979301565252186	48.26498541913992	53.145789869168624	58.19708893396101
11	57.47594089765009	48.743321804252275	53.418445240138375	58.489615461086785
12	57.38081287409003	49.04136818688772	53.60265486128931	58.54752403471753
13	55.63167459068931	48.5059475139801	53.432995276678795	58.22289172327372
14	57.271177273209176	48.8580988676837	53.65551659614192	58.573411398422294
15	57.18713037104389	49.14785498019272	53.78432006574853	58.53988341144248
16	55.01267097241016	48.272951105385076	53.494307156346174	58.17482705491404
17	55.76441883834063	48.18965761261585	53.449241423858325	58.1463832673092
18	56.867801854129766	48.47099478345076	53.61971777772745	58.43300676429056
19	56.64453969966562	48.628142504818236	53.688428003093456	58.389708274717066
20	55.54449039275825	48.47393146547048	53.54455648842965	58.11679290913442
21	56.771963688439854	48.75577362384521	53.689784147316594	58.42108810174003
22	54.89652085797627	48.3920158678338	53.41090389019052	57.89802013142852
23	56.74935360862295	48.621692268566434	53.60256979200829	58.428297587158674
24	57.686811605461536	49.12535455277525	53.86831525260686	58.82651364034302
25	57.49675817487986	49.45812317209615	54.01024437404962	58.80847164501848
26	57.369791432223195	49.797143801667396	54.118747212566575	58.72062811286188
27	57.71382650157634	50.03242848321169	54.293026951639966	58.95326806604546
28	58.37667485366752	50.399156735182885	54.54838324687757	59.305027007357516
29	58.39626775881004	50.71360336142249	54.738195487940786	59.37913414432352
30	57.25966443364033	50.45000046511851	54.68563269198733	59.184371117675845
31	56.43104136794146	49.757019549038965	54.52071234991343	59.06209015732541
32	58.4630904840174	50.325564776341224	54.80317363159033	59.43238632393194
33	58.48344298215735	50.738563266791516	54.9910497318773	59.50836696823469
34	57.7709604777757	50.80327962388545	55.01711890566725	59.39138652207845
35	58.09840855019015	50.9768857224075	55.12614665458457	59.49241007897521
36	57.023662855092084	50.68619406352649	55.00546819030334	59.30535293898224
37	57.71992673185561	50.82855019430145	55.06872431676674	59.35428124381044
38	58.477969555847324	51.19395822006279	55.26065356873522	59.60282214744323
39	58.737059756270206	51.51229051438005	55.444126829610255	59.79849607434511
40	57.49813927498947	51.48658619945968	55.346851359379954	59.430242226050524
41	58.16049274878479	51.523443247362444	55.443268800474165	59.67215165901641
42	58.24147458036635	51.73295816371315	55.511699034268986	59.591699251682925
43	33.894697245592724	29.921080860416925	50.87832237845939	58.866681763659315
44	54.73308165848267	33.215596759655085	51.25547376312563	58.80047695341596
45	34.622670376484045	26.84062101201398	47.61225658071513	58.378821401570384
46	54.12948401310802	28.798732251272423	48.07889335628314	58.44750584236677
47	54.39560757042412	29.580081139985303	48.479653298420835	58.68836325434464
48	57.39181242298912	32.39571782140346	49.412395528967714	59.00343445117865
49	56.06052050079564	33.68034291960228	49.900083649269696	59.03182892527523
50	58.399782566910446	36.249974231148	50.78833341641811	59.47255167901557
51	58.428574182240965	38.40936676771076	51.49869031177325	59.58678038403258
52	57.54241417886256	39.98028271531924	51.9470363995066	59.45623693652193
53	57.94778031662435	41.667893840902465	52.4399637521004	59.440359051820614
54	58.46744628737357	43.1639414911931	52.96853200695421	59.705657146910134
