Iteration , Total delay [hours] , Total travel time [hours], Total user benefits [monetary units], System welfare (only considering congestion toll revenues
0,257212.57,1156308.067,9.77E+07,9.77E+07
1,177164.8047,1071510.835,1.01E+08,1.01E+08
2,216206.7769,1109002.905,1.00E+08,1.00E+08
3,161935.7858,1054105.728,1.01E+08,1.01E+08
4,168058.5253,1059010.751,1.02E+08,1.02E+08
5,238905.8531,1129022.765,9.94E+07,9.94E+07
6,1495564.591,2381311.4,5.41E+07,5.41E+07
7,316946.8781,1211381.033,9.58E+07,9.58E+07
8,315750.9903,1206346.372,9.76E+07,9.76E+07
9,175681.4581,1065826.459,1.01E+08,1.01E+08
10,1354017.777,2239051.69,5.39E+07,5.39E+07
11,409170.6958,1303177.722,9.36E+07,9.36E+07
12,240007.3092,1131046.664,1.00E+08,1.00E+08
13,194104.5844,1083931.305,1.01E+08,1.01E+08
14,221812.9089,1111187.208,1.00E+08,1.00E+08
15,243781.5819,1132641.676,9.93E+07,9.93E+07
16,169940.4011,1058699.789,1.02E+08,1.02E+08
17,231924.7622,1119406.385,1.00E+08,1.00E+08
18,198977.0022,1085964.794,1.02E+08,1.02E+08
19,253882.3528,1140413.525,1.00E+08,1.00E+08
20,184980.1803,1072203.144,1.03E+08,1.03E+08
21,173483.3697,1059132.49,1.03E+08,1.03E+08
22,160481.5583,1045718.38,1.04E+08,1.04E+08
23,168850.9528,1053270.664,1.03E+08,1.03E+08
24,164890.4861,1048900.701,1.04E+08,1.04E+08
25,210903.4011,1094031.001,1.03E+08,1.03E+08
26,152275.6233,1035142.036,1.05E+08,1.05E+08
27,169244.7186,1051516.524,1.04E+08,1.04E+08
28,168221.6756,1050011.149,1.04E+08,1.04E+08
29,180941.9172,1062407.018,1.04E+08,1.04E+08
30,204580.3064,1086049.996,1.03E+08,1.03E+08
31,1178777.819,2052445.559,6.28E+07,6.28E+07
32,199385.4533,1084071.437,1.03E+08,1.03E+08
33,250080.2833,1132639.668,1.03E+08,1.03E+08
34,164666.9311,1047234.843,1.05E+08,1.05E+08
35,198120.7358,1079811.797,1.04E+08,1.04E+08
36,222812.9403,1104421.361,1.03E+08,1.03E+08
37,188363.4636,1069503.198,1.04E+08,1.04E+08
38,241232.3764,1122043.132,1.03E+08,1.03E+08
39,155467.3489,1036458.708,1.05E+08,1.05E+08
40,1195109.667,2064894.953,6.11E+07,6.11E+07
41,306613.4231,1190391.424,1.01E+08,1.01E+08
42,270206.3717,1151700.684,1.02E+08,1.02E+08
43,211061.9075,1092596.186,1.04E+08,1.04E+08
44,160804.6761,1041764.904,1.06E+08,1.06E+08
45,201860.045,1081862.151,1.05E+08,1.05E+08
46,160911.4614,1040748.171,1.06E+08,1.06E+08
47,184915.7375,1064054,1.06E+08,1.06E+08
48,199285.0017,1078632.674,1.05E+08,1.05E+08
49,211352.0831,1090305.727,1.05E+08,1.05E+08
50,169742.7044,1049269.49,1.06E+08,1.06E+08
51,202364.505,1080425.591,1.06E+08,1.06E+08
52,210201.065,1088652.026,1.05E+08,1.05E+08
53,195143.1022,1073133.923,1.06E+08,1.06E+08
54,213967.425,1092058.493,1.05E+08,1.05E+08
55,151288.9872,1028709.064,1.08E+08,1.08E+08
56,210786.4689,1087614.145,1.06E+08,1.06E+08
57,184739.4514,1061626.509,1.07E+08,1.07E+08
58,216479.8147,1093270.313,1.05E+08,1.05E+08
59,260189.4081,1137117.009,1.05E+08,1.05E+08
60,1439605.538,2304130.13,5.52E+07,5.52E+07
61,255182.7103,1136200.781,1.04E+08,1.04E+08
62,330830.0117,1208973.802,1.03E+08,1.03E+08
63,187017.3519,1064862.087,1.07E+08,1.07E+08
64,245501.0064,1122668.622,1.05E+08,1.05E+08
65,205561.8808,1082662.469,1.07E+08,1.07E+08
66,151735.8244,1028968.914,1.08E+08,1.08E+08
67,183180.74,1059481.328,1.07E+08,1.07E+08
68,210875.675,1087263.257,1.07E+08,1.07E+08
69,1160625.56,2024586.966,6.45E+07,6.45E+07
70,237299.4653,1116427.3,1.06E+08,1.06E+08
71,227132.0992,1104396.159,1.07E+08,1.07E+08
72,168256.5033,1045374.637,1.08E+08,1.08E+08
73,179047.8139,1055229.645,1.08E+08,1.08E+08
74,154129.46,1030440.182,1.09E+08,1.09E+08
75,169141.1339,1044819.314,1.09E+08,1.09E+08
76,178752.7553,1054531.828,1.08E+08,1.08E+08
77,173428.8231,1048826.629,1.09E+08,1.09E+08
78,153009.4236,1028278.826,1.09E+08,1.09E+08
79,170325.4517,1045158.283,1.09E+08,1.09E+08
80,173513.7533,1048227.692,1.10E+08,1.10E+08
81,193118.8622,1068100.938,1.09E+08,1.09E+08
82,1785810.248,2646478.386,4.32E+07,4.32E+07
83,244696.4858,1124127.848,1.06E+08,1.06E+08
84,292218.1689,1168213.349,1.06E+08,1.06E+08
85,165663.1736,1041748.168,1.09E+08,1.09E+08
86,192406.6172,1067926.218,1.08E+08,1.08E+08
87,215417.6903,1090298.054,1.09E+08,1.09E+08
88,190635.0731,1065711.81,1.09E+08,1.09E+08
89,224066.2931,1098938.683,1.08E+08,1.08E+08
90,172235.0894,1047342.109,1.10E+08,1.10E+08
91,82216.31861,957688.2517,1.13E+08,1.13E+08
92,78327.43194,953650.6117,1.14E+08,1.14E+08
93,78429.27389,953684.1106,1.14E+08,1.14E+08
94,77166.73639,952393.0167,1.14E+08,1.14E+08
95,76534.49278,951739.3906,1.14E+08,1.14E+08
96,76772.63528,951974.0119,1.14E+08,1.14E+08
97,76106.55889,951292.5006,1.14E+08,1.14E+08
98,75935.23556,951110.1636,1.14E+08,1.14E+08
99,75895.6125,951063.1811,1.14E+08,1.14E+08
100,76017.26583,951183.9208,1.14E+08,1.14E+08
